상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),카테고리,Dictionary
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,175577,야미 네이처통등심돈까스(80g*10입 800g/EA),27895717,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,175578,야미 네이처통등심돈까스(100g*10입 1Kg/EA),44755738,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,175579,야미 네이처통등심돈까스(130g*10입 1.3Kg/EA),24601637,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,175580,야미 네이처통등심돈까스(180g*10입 1.8Kg/EA),4007362,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,175765,한맥 돈까스(35±2g*28±2개입 김밥용 1Kg/EA),23876670,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,178643,크레잇 수제추억의돈까스(150g*10입 1.5Kg/EA),89352522,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,182549,굿프랜즈 등심돈까스(10입 1.8Kg/EA),1521291,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,192926,늘찬애 피자돈까스(180g*6개입 1.08Kg/EA),2599089,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,193627,모닝하임 순살돈까스(100g*10개 1Kg/EA),47960,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,194045,프레시원 등심돈까스(150g*10개 1.5Kg/EA),6031080,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,194047,프레시원 등심돈까스(200g*10개 2Kg/EA),5086240,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,194049,프레시원 치즈돈까스(200g*10개 2Kg/EA),4925789,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,194801,이츠웰 등심대박돈까스(리뉴얼_200g*10입 2Kg/EA),76211162,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,194802,이츠웰 등심대박돈까스(리뉴얼_150g*10입 1.5Kg/EA),162549091,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,195329,크레잇 수제추억의치즈돈까스(200g*5입 1Kg/EA),66133161,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,195533,식자대감 정통등심돈까스(1.3Kg/EA),1817179,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,195535,식자대감 정통등심돈까스(3.12Kg/EA),835083,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,195537,식자대감 치즈돈까스(1.8Kg/EA),2742115,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,195539,식자대감 미니돈까스(실속 1.5Kg/EA),2112134,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,212421,늘찬애 돈까스(숙성순살 1.5Kg/EA),1097112,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,225365,이츠웰 고추까스(100g*10입 1Kg/EA),56843593,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,227556,등심돈까스(정성한줄용 2Kg/EA),53520000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,232280,늘찬애 만두돈까스(110g*10입 1.1Kg/EA),7580001,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,234037,크레잇 9겹등심밀푀유돈카츠(130g*10입 1.3Kg/EA),116890365,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,239822,상신 고구마돈까스(B_치즈함유_180g*10장 1.8Kg/EA),5895619,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,241947,이츠웰 치즈통등심돈까스(100g*10입 1Kg/EA),89774754,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,241948,이츠웰 더블치즈롤까스(100g*10입 1Kg/EA),260916457,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,245732,모노링크 등심돈까스(180g*6입 1.08Kg/EA),20000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,248353,늘찬애 통등심돈까스(100g*10입 1Kg/EA),19253111,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,252587,고구마치즈돈까스(마싯는끼니용 5입 700g/EA),26260000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,254595,돈등심까스(마싯는끼니용 130g*10입 1.3Kg/EA),60496320,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,254954,늘찬애 치즈돈까스(250g*8입 2Kg/EA),3651476,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,255494,늘찬애 고구마치즈돈까스(100g*10입 1Kg/EA),15037444,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,257840,성원냉동식품 통살등심돈까스(100g*10입 1Kg/EA),1870061,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,259455,성원냉동식품 순살돈까스(100g*10개입 1Kg/EA),2826473,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,261152,하늘푸드 수제등심돈까스(100g*10입 1Kg/EA),10306444,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,262303,등심돈까스(툴스돈카츠용 180g*10입 1.8Kg/EA),52202000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,262355,왕돈까스(툴스돈카츠용 250g*5입 1.25Kg/EA),47257600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,262356,사각치즈돈까스(툴스돈카츠용 200g*10입 2Kg/EA),15332800,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,262357,고구마치즈돈까스(툴스돈카츠용 200g*10입 2Kg/EA),21171500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,263798,이츠웰 우리쌀크런치미니돈까스(1Kg/EA),34864587,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,272222,하늘푸드 돈까스(300g*5입 1.5Kg/EA),8233750,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,273060,지푸드 등심돈까스(180g*10입 1.8Kg/EA),9289450,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,273597,동원 돈까스(프리미엄 1.2Kg/EA),122616,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,274796,사조오양 치즈등심돈까스(2Kg/EA),960848,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,276096,하늘푸드 순살돈까스(100g*10개입 1Kg/EA),140854284,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,279963,하늘푸드 순살돈까스(80g*10입 800g/EA),15942525,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,281253,상신 통등심돈까스(80g*10입 800g/EA),21778212,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,283585,하늘푸드 순살돈까스(130g*10개입 1.3Kg/EA),68121819,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,285638,성원냉동식품 미니돈까스(13g±1*72±8개입 1Kg/EA),13557620,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,286598,상신 뉴순살돈까스(180g*10입 1.8Kg/EA),7629759,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,286636,지푸드 치즈듬뿍돈까스(100g*24입 CJ프레시웨이전용 2.4Kg/EA),82164275,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,290607,자연치즈돈까스(툴스돈카츠용 110g*20입 2.2Kg/EA),16197500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,292471,이츠웰 콘치즈어니언돈까스(100g*10입 1Kg/EA),12828957,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,292472,이츠웰 프리미엄통등심돈까스(100g*10입 1Kg/EA),93561892,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,295820,크레잇 수제추억의돈까스(80g*10입 800g/EA),35188455,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,296427,지푸드 30cm롱치즈롤까스(200g*5개입 1Kg/EA),69594986,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,298543,수제등심돈까스(인화F&B용 200g*10입 2Kg/EA),294341,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,298863,완벽한순살돈까스(XOXO용 150g*10입 1.5Kg/EA),89135400,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,299365,상신 고구마돈까스(100g*10입 1Kg/EA),2910421,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,299755,참등심돈까스(마녀식탁용 원형 2Kg/EA),9442017,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,299762,참치즈돈까스(마녀식탁용 230g*10입 2.3Kg/EA),22321573,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,299764,참김치치즈돈까스(마녀식탁용 230g*10입 2.3Kg/EA),2105583,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,299767,참불고기돈까스(마녀식탁용 230g*10입 2.3Kg/EA),1532895,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,304460,지푸드 왕돈까스(250g*5입_수제 일식용 1.25Kg/EA),34604616,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,305786,지푸드 고구마치즈돈까스(180g*10개입 1.8Kg/EA),213302017,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,308029,원형등심돈까스(툴스돈카츠용 100g*15입 1.5Kg/EA),29037150,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,308236,달콤고구마치즈돈까스(툴스돈카츠용 140g*20입 2.8Kg/EA),14373340,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,321757,이츠웰 코코넛순살돈까스(100g*10입 1Kg/EA),292358813,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,324249,늘찬애 왕등심돈까스(380g/개 1.9Kg/EA),4302816,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,324861,튼튼스쿨 바삭튀겨낸치즈돈카츠(100g*10개입 1Kg/EA),117530383,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,327371,상신종합식품 고구마돈까스(80g*10입 800g/EA),1031237,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,328406,치즈롤까스(최고당돈까스용 85g*20개입 1.7Kg/EA),117728000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,329229,야무진 등심돈까스(150g*10입 1.5Kg/EA),137521066,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,329494,지푸드 볶음짬뽕롤까스(CJ프레시웨이전용 80g*10입 800g/EA),321137,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,329495,지푸드 콘크림롤까스(CJ프레시웨이전용 80g*10입 800g/EA),5587083,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,330182,리얼치즈돈까스(툴스돈카츠용 NEW_100g*20입 2Kg/EA),28100000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,330715,등심돈까스(헝그리브라더스용 180g*10입 1.8Kg/EA),5808000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,330717,리얼치즈돈까스(헝그리브라더스용 100g*24입 2.4Kg/EA),4219600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,330793,이삭푸드 고구마치즈돈까스(최고당돈까스용 200g*10입 2Kg/EA),431001642,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331071,면사랑 등심돈까스(80g*10입 800g/EA),5387489,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331072,면사랑 등심돈까스(100g*10입 1Kg/EA),7356810,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331073,면사랑 등심돈까스(130g*10입 1.3Kg/EA),12277552,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331074,면사랑 등심돈까스(150g*10입 1.5Kg/EA),679936,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331075,면사랑 등심돈까스(180g*10입 1.8Kg/EA),1552632,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,331076,면사랑 등심돈까스(200g*10입 2Kg/EA),1641761,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,332011,나돈모 수제등심돈까스(180g*12개입 2.16Kg/EA),194600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,332014,지푸드 매쉬드포테이토롤까스(CJ프레시웨이전용 80g*10입 800g/EA),13349321,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,332453,야무진 등심돈까스(1.5Kg*6입_50박스이상 직송용 9Kg/BOX),2966871,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,332770,등심돈까스(체인전용 160g*12입 1.92Kg/EA),166234410,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,332772,치즈돈까스(체인전용 120g*18입 2.16Kg/EA),111945600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,334282,야무진 등심돈까스(100g*10입 1Kg/EA),163356281,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,334283,야무진 등심돈까스(130g*10입 1.3Kg/EA),36225885,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,335155,크레잇 수제추억의치즈돈까스(100g*10입 1Kg/EA),99444521,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,335584,야무진 등심돈까스(FO용 1.5Kg*6입_50박스이상 1.5Kg/EA),6821183,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,335673,일식등심돈까스(마녀식탁용 230g*10입 2.3Kg/EA),19743558,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,335710,야무진 등심돈까스(1Kg*10입_50박스이상 직송용 10Kg/BOX),7311667,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,343172,눈꽃등심돈까스(혼다라멘용 100g*20입 2Kg/EA),39931200,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,343173,눈꽃블럭치즈돈까스(혼다라멘용 120g*18입 2.16Kg/EA),14896000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,343685,치즈카츠(조선돈까스용 120g*12입 1.44Kg/EA),27570,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,343687,한알천치즈돈까스(조선돈까스용 220g*10입 2.2Kg/EA),704000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,344921,프리미엄고구마치즈돈까스(100g*10입 1Kg/EA),30051789,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,346799,튼튼스쿨 우리돼지한돈칼슘돈까스(60g*10입 600g/EA),7697603,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,348394,야미푸드 치즈가듬뿍등심롤까스(100g*10입 1Kg/EA),1902470,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,348395,야미푸드 일식안심돈까스(70g*10입 700g/EA),4324484,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349532,뻥이요 돈까스(100g*10입 1Kg/EA),15529482,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349699,수제통치즈돈까스(푸드스토리용 750그람 600g/EA),3591560,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349700,수제등심돈까스(푸드스토리용 600g/EA),3146060,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349967,늘찬 막고구마돈까스(180g*10개입 1.8Kg/EA),2906000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349969,늘찬애 막치즈돈까스(180g*10개입 1.8Kg/EA),2166292,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,349989,명가 등심돈까스S(150g*5입 750g/EA),5330640,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,351170,냉동등심돈까스(돈카춘용 1.8Kg/EA),31600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,351393,등심돈까스(츠카돈용 180g*10입*5봉 9Kg/BOX),24800800,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,351394,안심돈까스(츠카돈용 80g*10입*10봉 8Kg/BOX),1226700,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,351964,크레잇 소보로슈니첼돈까스(100g*10입 1Kg/EA),33246515,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352120,볼카츠(툴스돈카츠용 60g*10입 600g/EA),738300,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352130,서울우유 UFO치즈돈까스(160g*10입 1.6Kg/EA),2741386,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352131,서울우유 치즈품은롤까스(170g*10입 1.7Kg/EA),6580703,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352135,리얼치즈돈까스(츠카돈용 120g*10입 1.2Kg/EA),25712640,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352307,눈꽃등심돈까스(체인전용 280g*5입 1.4Kg/EA),168416000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352533,스페인돈까스(금별맥주용 1Kg/EA),108752256,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352958,눈꽃등심돈까스(김이장용 130g*18입 2.34Kg/EA),8769600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352976,명가 등심돈까스(S_200g*5입 1Kg/EA),2572437,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,352999,프레시원 통등심돈까스(리뉴얼_150g*10개 1.5Kg/EA),68997749,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,353001,프레시원 통등심돈까스(리뉴얼_200g*10개 2Kg/EA),76384517,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,353003,프레시원 고소한치즈돈까스(리뉴얼_200g*10개 2Kg/EA),95842066,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,353404,치즈롤(이백장용 80g*10입 800g/EA),669759163,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,353497,조선돈까스230(조선돈까스용 1.84Kg/EA),210000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,353541,프리미엄고구마치즈돈까스(130g*10입 1.3Kg/EA),9621019,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,354455,자연드림 치즈돈까스(320g/EA),645533,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,354465,자연드림 튼튼등심돈까스(100g*4ea 400g/EA),3366247,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,354554,자연드림 미니돈까스(34±3개입 500g/EA),11375466,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,354777,CJ제일제당 꼬마돈까스(38±2개입 400g/EA),53129006,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355202,성원냉동식품 미니돈까스(아라마크용 물류대행_100±4개입 1Kg/EA),59209,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355233,통등심돈까스(스텔라떡볶이용 1.5Kg/EA),1368000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355390,모닝하임 고구마치즈돈까스(아라마크용 물류대행_150g*10입 1.5Kg/EA),33419,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355394,모닝하임 등심돈까스(아라마크용 물류대행_100g*10입 1Kg/EA),148441,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355664,삼양사 고구마치즈등심돈까스(아라마크용 물류대행_150g*10개입 1.5Kg/EA),3358,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355803,삼양식품 후한등심돈까스(아라마크용 물류대행_150g*10입 1.5Kg/EA),14401,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355847,고메 미니치즈카츠(37~38개 450g/EA),23831006,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,355908,수제고구마치즈돈까스(푸드스토리용 750g/EA),2298820,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,356721,삼양사달리버리 고구마치즈등심돈까스(아라마크용 물류대행_150g*10개입 1.5Kg/EA),2684,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,356865,고선생 통등심돈까스(조쉐프의쌀국수용 130G*10입 1.3Kg/EA),61120,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,357851,튀겨낸등심돈까스(캔즈용 120g*5입 600g/EA),1538350,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359172,치즈돈까스(P용 9147_200g*5입 1Kg/EA),635250,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359403,야미푸드 네이처순살등심돈까스(100g*10입 1Kg/EA),36932849,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359404,야미푸드 네이처순살등심돈까스(130g*10입 1.3Kg/EA),10922045,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359405,야미푸드 네이처순살등심돈까스(180g*10입 1.8Kg/EA),4807389,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359502,상신 치즈돈까스(100g*10입 1Kg/EA),76766529,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359509,뽀빠이식품 고구마치즈돈까스(최고당돈까스용 200g*8입 1.6Kg/EA),11940000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359688,튼튼스쿨 바삭튀겨낸통등심까스(100g*10입 1Kg/EA),135756200,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,359957,고선생 통등심돈까스(고선생용 130g*10장 1.3Kg/EA),50285740,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,360170,치즈롤(백스코리아용 80g*10입 800g/EA),162428440,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,360180,돈까스(P용 9147 750g/EA),1488730,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,360267,하늘푸드 통등심돈까스(150g*10입 1.5Kg/EA),19840506,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,360276,SY 등심돈까스(이백장용 220g*10입 2.2Kg/EA),195299806,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,360279,SY 치즈왕돈까스(이백장용 270g*10입 2.7Kg/EA),246049986,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,368782,C모짜렐라치즈롤까스(한경용 1.2Kg/EA),76793280,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,368957,진심치즈폭포돈까스(진심돈까스용 14Kg/BOX),11773400,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,369102,일식등심돈까스(이백장용 110g*10입 1.1Kg/EA),43203250,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,369155,C리얼등심돈까스(한경용 1Kg/EA),129328580,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,369175,엘리트푸드 고품격담백돈육카츠(100g*10입 1Kg/EA),20398701,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,369176,엘리트푸드 고품격임실치즈카츠(100g*10입 1Kg/EA),6254464,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,369284,C치즈돈까스(은화수식당용 2.3Kg/EA),195991300,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370143,C치즈볼카츠(은화수식당용 60g*10입 600g/EA),1207200,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370198,바푸리 치즈돈까스(에프앤비용 200g*10입 2Kg/EA),21868500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370284,야미 등심왕돈까스(에프앤비용 310g*5입 1.55Kg/EA),52063700,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370359,야미 등심일반돈까스(에프앤비용 135g*10입 1.35Kg/EA),23445000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370360,야미 함박돈까스(에프앤비용 145g*5입 1.45Kg/EA),2534500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370361,야미 함박비프까스(에프앤비용 145g*10입 1.45Kg/EA),933300,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370579,치즈등심(동백카츠용 2.4Kg/EA),75152000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,370751,상신 피자돈까스(저장용 135g*10입 1.35Kg/EA),1670542,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,371814,안심돈까스(츠카돈용 190g*10입*5봉 9.5Kg/BOX),15810800,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,373218,이츠웰 코코넛순살돈까스(다인홀푸드용 100g*10입 1Kg/EA),44179,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,374153,SY등심돈까스(이백장용 250g*5입 1.25Kg/EA),307343260,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,375252,양념갈비볼카츠(송사부용 90입 9Kg/BOX),42900000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,375253,청량고추볼카츠(송사부용 90입 9Kg/BOX),45500000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,375712,눈꽃안심돈까스(체인전용 70g*24입 1.68Kg/EA),7620370,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,376626,자연드림 미니돈까스(34±3개입 제주직송용 500g/EA),11660,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,377896,지푸드 치즈듬뿍돈까스(군납용 100g*13입 1.3Kg/EA),66495000,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,378831,TB등심생돈까스(타베코리아용 1Kg/EA),3657500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,378886,최고당점보돈까스(최고당돈까스용 135g*18±1장 2.5Kg/EA),19077500,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,379832,한입돈까스(기획_65±5입 1Kg/EA),10190780,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,380040,치즈돈까스(순정용 200g*10입 2Kg/EA),3489218,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,380046,통등심돈까스(순정용 200g*10입 2Kg/EA),5942540,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,돈까스,380047,등심돈까스(순정용 110g*10입 1.1Kg/EA),15172600,1,돈까스
가공식품,냉동가공식품,까스(커틀릿)류,새우가공품,113720,천일식품 새우볼(1Kg/EA),53524869,0,
가공식품,냉동가공식품,까스(커틀릿)류,새우가공품,115314,천일식품 새우까스(60g*20입 1.2Kg/EA),181367043,0,
