상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),카테고리,Dictionary
가공식품,축산가공품,햄,스모크/김밥햄,296324,이츠웰 스모크햄(FSB용 실속 1Kg/EA),34357,0,
가공식품,축산가공품,햄,스모크/김밥햄,297135,이츠웰 바른원칙스모크햄(무항생제 1Kg/EA),29040346,0,
가공식품,축산가공품,햄,스모크/김밥햄,325843,대림선 세절햄(88가닥_11.3g/개 김밥용 1Kg/EA),281348987,0,
가공식품,축산가공품,햄,스모크/김밥햄,325845,대림선 빅스모크햄(new 1Kg/EA),114806829,0,
가공식품,축산가공품,햄,스모크/김밥햄,331703,크레잇 맘모스햄(1Kg/EA),6756376,0,
가공식품,축산가공품,햄,스모크/김밥햄,334820,오뗄 스모크햄(0.8cm쵸핑 1Kg/EA),4365890,0,
가공식품,축산가공품,햄,스모크/김밥햄,345333,크레잇 그릴스모크햄(슬라이스 500g/EA),27524752,0,
가공식품,축산가공품,햄,스모크/김밥햄,354046,자연드림 행복햄(400g/EA),1756927,0,
가공식품,축산가공품,햄,스모크/김밥햄,354059,자연드림 더맛있는김밥햄(230g/EA),1719495,0,
가공식품,축산가공품,햄,스모크/김밥햄,354064,자연드림 더맛있는스모크햄(1Kg/EA),7231673,0,
가공식품,축산가공품,햄,스모크/김밥햄,354065,자연드림 더맛있는스모크햄(500g/EA),4228355,0,
가공식품,축산가공품,햄,스모크/김밥햄,359652,사조오양 핫스모크햄(1Kg/EA),519222,0,
가공식품,축산가공품,햄,스모크/김밥햄,369659,사조오양 세절햄(불고기_120줄 1Kg/EA),1894889,0,
가공식품,축산가공품,햄,스모크/김밥햄,370317,진주햄 스모크햄(에프앤비용 세절_88절 1Kg/EA),19098400,0,
가공식품,축산가공품,햄,스모크/김밥햄,376977,자연드림 더맛있는김밥햄(제주직송용 230g/EA),13829,0,
가공식품,축산가공품,햄,스모크/김밥햄,376979,자연드림 더맛있는스모크햄(제주직송용 500g/EA),32736,0,
가공식품,축산가공품,햄,스모크/김밥햄,377887,이츠웰 스모크햄(우리_슬라이스_16장 프로모션용 500g/EA),839399,0,
가공식품,축산가공품,햄,스모크/김밥햄,380720,오뗄 스모크햄(먼투썬용 0.8cm_다이스 1Kg/EA),694200,0,
가공식품,축산가공품,햄,스모크/김밥햄,380786,이츠웰 스모크햄(군납용 우리 1Kg/EA),1565483,0,
가공식품,축산가공품,햄,스모크/김밥햄,380787,이츠웰 스모크햄(군납용 우리_쵸핑 1Kg/EA),3200374,0,
가공식품,축산가공품,햄,스모크/김밥햄,380973,한성 스모크햄S(1Kg/EA),194970,0,
가공식품,축산가공품,햄,슬라이스햄,111726,오뗄 스모크햄(슬라이스_50±2장 1Kg/EA),104281133,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,116213,오뗄 본레스햄(슬라이스 288g/EA),55900582,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,123718,사조오양 불고기구이햄(슬라이스 1Kg/EA),116634862,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,128808,삼호 햄(슬라이스 샌드위치용 1Kg/EA),4924882,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,138627,에쓰푸드 스모크햄(슬라이스 500g/EA),13959542,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,140714,대상 햄(슬라이스_S 1Kg/EA),4734444,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,142765,대상 햄(슬라이스 1Kg/EA),51630,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,145806,진주햄 더블햄(슬라이스_26장 500g/EA),3331563,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,161597,오팜 햄(8mm슬라이스 1Kg/EA),38365727,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,163489,살라미(슬라이스 90g/EA),1699966,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,163490,살지촌 햄(슬라이스 90g/EA),331380,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,163491,초리조햄(슬라이스 90g/EA),2864917,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,234452,크레잇 구이한판(약6g*66±2입 400g/EA),134003690,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,256297,에쓰푸드 본레스햄(사각_슬라이스 500g/EA),67329,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,264505,ESPUNA 세라노하몽(슬라이스 100g/EA),3773640,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,271928,진주햄 더블햄(슬라이스 1Kg/EA),1588885,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,325844,대림선 빅스모크햄(슬라이스_50장 1Kg/EA),25511166,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,327614,오뗄 스모크햄(슬라이스 500g/EA),7370504,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,332511,오뗄 스모크햄(0.5mm슬라이스 1Kg/EA),1632705,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,332811,스모크슬라이스소세지(에그벅용 1Kg/EA),9627770,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,352214,오뗄 스모크햄(쉬즈베이글용 슬라이스_50±2장 1Kg/EA),11608000,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,353129,롯데푸드 런천미트(슬라이스 1Kg/EA),7131935,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,354066,자연드림 더맛있는슬라이스햄(100g/EA),2481683,1,슬라이스햄
가공식품,축산가공품,햄,슬라이스햄,373121,슬라이스햄(쉬즈베이글용 1Kg/EA),24752000,1,슬라이스햄
가공식품,축산가공품,햄,햄기타,102212,오뗄 페페로니(피자용 1Kg/EA),35426964,0,
가공식품,축산가공품,햄,햄기타,102214,에쓰푸드 페페로니햄(1Kg/EA),51140,0,
가공식품,축산가공품,햄,햄기타,112562,사조오양 페페로니(1Kg/EA),75740,0,
가공식품,축산가공품,햄,햄기타,117683,사조오양 햄(카나디안 1Kg/EA),10555412,0,
가공식품,축산가공품,햄,햄기타,118983,에쓰푸드 쿡살라미1000(1Kg/EA),4317430,0,
가공식품,축산가공품,햄,햄기타,121004,에쓰푸드 모타델라햄(3Kg/EA),3742700,0,
가공식품,축산가공품,햄,햄기타,121006,에쓰푸드 비어햄(3Kg/EA),7411314,0,
가공식품,축산가공품,햄,햄기타,124779,에쓰푸드 본레스햄(2.5Kg/EA),6336920,0,
가공식품,축산가공품,햄,햄기타,125460,라이어너 햄(3Kg/EA),84692,0,
가공식품,축산가공품,햄,햄기타,127458,에쓰푸드 본레스햄(288g/EA),276404,0,
가공식품,축산가공품,햄,햄기타,132222,오뗄 비어햄(뚜레쥬르용 1Kg/EA),24149670,0,
가공식품,축산가공품,햄,햄기타,132496,오뗄 비어햄(1Kg/EA),17157794,0,
가공식품,축산가공품,햄,햄기타,134679,에쓰푸드 페페로니플러스(1Kg/EA),17581268,0,
가공식품,축산가공품,햄,햄기타,138998,선진 카나디안햄(1Kg/EA),2132543,0,
가공식품,축산가공품,햄,햄기타,139931,오팜 햄(1.1Kg/EA),13948652,0,
가공식품,축산가공품,햄,햄기타,140206,에쓰푸드 본레스햄(사각_슬라이스 1Kg/EA),6844059,0,
가공식품,축산가공품,햄,햄기타,140207,에쓰푸드 본레스햄(원형_슬라이스 288g/EA),56041,0,
가공식품,축산가공품,햄,햄기타,143706,에쓰푸드 쿡살라미(슬라이스 200g/EA),7778066,0,
가공식품,축산가공품,햄,햄기타,145043,에쓰푸드 치킨브레스트햄(슬라이스 300g/EA),23070733,0,
가공식품,축산가공품,햄,햄기타,145706,에쓰푸드 쿡페페로니(쿡 1Kg/EA),19106941,0,
가공식품,축산가공품,햄,햄기타,145823,카보트 그라운드비프(골드A 450g/EA),6761758,0,
가공식품,축산가공품,햄,햄기타,145824,카보트 민찌(실속 그라운드비프B 450g/EA),29650456,0,
가공식품,축산가공품,햄,햄기타,154990,AM 그라운드비프햄(민찌 450g/EA),16381404,0,
가공식품,축산가공품,햄,햄기타,158511,오팜 햄(쵸핑_다이스 1Kg/EA),18077439,0,
가공식품,축산가공품,햄,햄기타,158855,에쓰푸드 터키브레스트(500g/EA),175492864,0,
가공식품,축산가공품,햄,햄기타,165215,에쓰푸드 엑스트라린햄(슬라이스 300g/EA),294410,0,
가공식품,축산가공품,햄,햄기타,166450,오뗄 페페로니피자(트레이 트레이용 1Kg/EA),28095947,0,
가공식품,축산가공품,햄,햄기타,166452,하몽(슬라이스 100g/EA),7242372,0,
가공식품,축산가공품,햄,햄기타,168809,사조오양 부대찌개모둠햄(1Kg/EA),136974063,0,
가공식품,축산가공품,햄,햄기타,172747,햄(프로슈토_파르마_슬라이스 80g/EA),27563978,0,
가공식품,축산가공품,햄,햄기타,172977,대림 햄(빅불고기 500g/EA),471628,0,
가공식품,축산가공품,햄,햄기타,177867,이츠웰 모둠햄(NEW 부대찌개용 1Kg/EA),678237653,0,
가공식품,축산가공품,햄,햄기타,218914,이츠웰 모둠햄(NEW 부대찌개용_부산공동구매용 1Kg/EA),19802440,0,
가공식품,축산가공품,햄,햄기타,228049,에쓰푸드 페페로니(1Kg/EA),21705081,0,
가공식품,축산가공품,햄,햄기타,256141,선진 페파로니(1Kg/EA),13508985,0,
가공식품,축산가공품,햄,햄기타,258872,존쿡델리미트 비프파스트라미(240g/EA),16256285,0,
가공식품,축산가공품,햄,햄기타,262485,존쿡델리미트 로스트비프(500g/EA),4817817,0,
가공식품,축산가공품,햄,햄기타,269160,코주부B&F 모둠햄(부대찌개용 1Kg/EA),10705925,0,
가공식품,축산가공품,햄,햄기타,273205,스팔라꼬따(아웃오브오피스용 9Kg/BOX),2279280,0,
가공식품,축산가공품,햄,햄기타,277025,에쓰푸드 미니페페로니(XOXO용 1Kg/EA),1378950,0,
가공식품,축산가공품,햄,햄기타,277745,에쓰푸드 뉴른베르거소시지(슬라이스 1Kg/EA),1867109,0,
가공식품,축산가공품,햄,햄기타,280926,사조오양 부대찌개모둠햄(FO용 1Kg/EA),15254003,0,
가공식품,축산가공품,햄,햄기타,280930,사조오양 페페로니(FO용 1Kg/EA),2832962,0,
가공식품,축산가공품,햄,햄기타,295584,쟌슨빌 팜랜드찹햄(JVL용 4.54Kg/EA),5733460,0,
가공식품,축산가공품,햄,햄기타,296060,선진 부대찌개모둠햄(1Kg/EA),7416,0,
가공식품,축산가공품,햄,햄기타,296410,오뗄 부대찌개모듬햄(1Kg/EA),78107205,0,
가공식품,축산가공품,햄,햄기타,322538,오뗄 오팜(롯데백화점용 1.1Kg/EA),9987500,0,
가공식품,축산가공품,햄,햄기타,322578,오뗄 부대찌개모듬햄(롯데백화점용 500g/EA),1141680,0,
가공식품,축산가공품,햄,햄기타,324013,캘리포니아고메 찹햄(JVL용 4.53Kg/EA),10784000,0,
가공식품,축산가공품,햄,햄기타,324016,행복한맛남 후레쉬햄(JVL용 오리지널 1.8Kg/EA),28642240,0,
가공식품,축산가공품,햄,햄기타,324293,에쓰푸드 페퍼로니(고피자용 1Kg/EA),258357908,0,
가공식품,축산가공품,햄,햄기타,344511,쏘이마루 식물성원형햄(1Kg/EA),825290,0,
가공식품,축산가공품,햄,햄기타,344512,쏘이마루 식물성원형치즈햄(500g/EA),28686,0,
가공식품,축산가공품,햄,햄기타,344513,쏘이마루 비건원형햄(500g/EA),2513557,0,
가공식품,축산가공품,햄,햄기타,346947,에쓰푸드 잠봉(슬라이스 500g/EA),12184435,0,
가공식품,축산가공품,햄,햄기타,346949,에쓰푸드 잠봉(슬라이스 500g/EA),8204585,0,
가공식품,축산가공품,햄,햄기타,349596,더건강한 샌드위치햄(슬라이스_8장 90g/EA),16302723,0,
가공식품,축산가공품,햄,햄기타,356384,아워홈 후레쉬햄(아라마크용 물류대행_마일드 1.8Kg/EA),1723,0,
가공식품,축산가공품,햄,햄기타,357530,하몽슬라이스(고피자용 80g/EA),6300500,0,
가공식품,축산가공품,햄,햄기타,360089,사조오양 페페로니(1Kg/EA),95092583,0,
가공식품,축산가공품,햄,햄기타,368818,C페파로니(청년다방용 500g/EA),46217000,0,
가공식품,축산가공품,햄,햄기타,369362,한성 마늘햄골드(140g/EA),195520,0,
가공식품,축산가공품,햄,햄기타,370305,이츠웰 모둠햄(군납용 NEW 부대찌개용 1Kg/EA),17465574,0,
가공식품,축산가공품,햄,햄기타,371995,크레잇 크리스피스팸튀김(130±10개입 1Kg/EA),51015134,0,
가공식품,축산가공품,햄,햄기타,373154,하몽세라노(슬라이스 100g/EA),5263030,0,
가공식품,축산가공품,햄,햄기타,374403,프레시원 부대찌개모둠햄(1Kg/EA),4846800,0,
가공식품,축산가공품,햄,햄기타,376295,부대찌개모듬(금별맥주용 400g/EA),34452900,0,
가공식품,축산가공품,햄,햄캔,108471,로스팜 햄캔(1.8Kg/EA),26102047,1,햄캔
가공식품,축산가공품,햄,햄캔,118176,스팸 햄캔(클래식 340g/EA),135982410,1,햄캔
가공식품,축산가공품,햄,햄캔,118177,스팸 햄캔(클래식 200g/EA),122785123,1,햄캔
가공식품,축산가공품,햄,햄캔,118178,백설 햄캔(실속 런천미트 340g/EA),10206693,1,햄캔
가공식품,축산가공품,햄,햄캔,118236,백설 햄캔(실속 런천미트 200g/EA),322478,1,햄캔
가공식품,축산가공품,햄,햄캔,127692,스팸 햄캔(1.81Kg/EA),5703271051,1,햄캔
가공식품,축산가공품,햄,햄캔,133608,스팸 햄캔(싱글_클래식 80g/EA),2935316,1,햄캔
가공식품,축산가공품,햄,햄캔,140522,리챔 햄캔(캔 340g/EA),409968,1,햄캔
가공식품,축산가공품,햄,햄캔,148786,롯데푸드 햄캔(런천미트 340g/EA),20684926,1,햄캔
가공식품,축산가공품,햄,햄캔,166107,튤립 햄캔(A급 춉트 340g/EA),290230,1,햄캔
가공식품,축산가공품,햄,햄캔,168625,목우촌 햄캔(뚝심 340g/EA),1491477,1,햄캔
가공식품,축산가공품,햄,햄캔,191964,사조해표 햄캔(런천미트 1.81Kg/EA),9536791,1,햄캔
가공식품,축산가공품,햄,햄캔,227780,튤립 햄캔(실속 런천미트 1.81Kg/EA),225535818,1,햄캔
가공식품,축산가공품,햄,햄캔,228575,튤립 햄캔(A급 춉트 1.81Kg/EA),87882100,1,햄캔
가공식품,축산가공품,햄,햄캔,243103,더건강한 햄캔(340g/EA),-145065,1,햄캔
가공식품,축산가공품,햄,햄캔,253138,신성프론티어 햄캔(다크_춉트 1.81Kg/EA),4468769,1,햄캔
가공식품,축산가공품,햄,햄캔,253140,신성프론티어 햄캔(실속 다크_런천미트 1.81Kg/EA),1878869,1,햄캔
가공식품,축산가공품,햄,햄캔,276751,사조오양 런천미트(1.8Kg/EA),181650,1,햄캔
가공식품,축산가공품,햄,햄캔,278901,마제스티 햄캔(B급 런천미트 1.81Kg/EA),51355387,1,햄캔
가공식품,축산가공품,햄,햄캔,321797,대상 잇츠팜(1.8Kg/EA),1032540,1,햄캔
가공식품,축산가공품,햄,햄캔,322690,스팸 햄캔(25%라이트 340g/EA),134825643,1,햄캔
가공식품,축산가공품,햄,햄캔,322693,스팸 햄캔(25%라이트 200g/EA),5303570,1,햄캔
가공식품,축산가공품,햄,햄캔,324324,스팸 클래식L(파우치 1Kg/EA),353926093,1,햄캔
가공식품,축산가공품,햄,햄캔,331421,스팸클래식(강다짐용 1.81Kg/EA),77498656,1,햄캔
가공식품,축산가공품,햄,햄캔,338333,설성목장 제주설성햄캔(6무첨가 200g/EA),2639961,1,햄캔
가공식품,축산가공품,햄,햄캔,339049,스팸 클래식(외식용 340g/EA),838683620,1,햄캔
가공식품,축산가공품,햄,햄캔,346167,목우촌 햄캔(프라임 1.8Kg/EA),3640812,1,햄캔
가공식품,축산가공품,햄,햄캔,355939,사조 포크앤런천미트(아라마크용 물류대행 1.81Kg/EA),14552,1,햄캔
가공식품,축산가공품,햄,햄캔,369662,사조오양 런천미트(1.8Kg/EA),13914409,1,햄캔
가공식품,축산가공품,햄,햄캔,370960,스팸 햄캔(25%라이트 1.81Kg/EA),38941905,1,햄캔
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,105739,라벨리 아이스크림(9L_바닐라 4.5Kg/EA),2090975,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,106583,빙그레 투게더(900ml 300g/EA),1367492,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,110984,조안나 초코아이스크림(5Kg/EA),2066404,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,110985,조안나 바닐라아이스크림(5L 5Kg/EA),30289,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,119038,각얼음(2.5Kg/EA),513475,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,120134,조안나 바닐라아이스크림(5Kg/EA),42338475,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,122876,롯데푸드 아이스크림믹스(액상_바닐라 5Kg/EA),11400986,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,125124,조안나 딸기아이스크림(5Kg/EA),1238720,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,127001,한국냉동 각얼음(2.5Kg/EA),2657076,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,135465,스노우밸리 얼음(3Kg/EA),71272,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,172114,신보 얼음(칵테일용 3Kg/EA),22563064,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,172157,천일식품 얼음(각 2.5Kg/EA),827702,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,174949,매일유업 아이스크림믹스(M10 1Kg/EA),3479157,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194472,해태제과 바밤바(63ml*80입_냉매포함 2.52Kg/BOX),43720,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194475,빙그레 메로나(80ml*80입_냉매포함 6.4Kg/BOX),8997071,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194486,빙그레 비비빅(75ml_냉매포함 75g/EA),106480,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194489,빙그레 요맘때바(70ml_딸기_냉매포함 70g/EA),263113,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194491,롯데푸드 돼지바(70ml*80입_냉매포함 5.6Kg/BOX),386380,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194493,롯데푸드 보석바(80ml*80입_냉매포함 6.4Kg/BOX),300920,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194498,롯데제과 죠스바(85ml_냉매포함 85g/EA),44000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194502,롯데제과 수박바(85ml*80입_냉매포함 6.8Kg/BOX),113840,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194515,롯데제과 월드콘(160ml_냉매포함 160g/EA),7921869,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194517,롯데푸드 구구콘(160ml*48입_냉매포함 7.68Kg/BOX),164542,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194549,빙그레 뽕따(130ml_소다 130g/EA),257101,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194555,롯데제과 설레임(160ml_밀크 160g/EA),6473033,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,194656,롯데제과 옥동자(80ml_냉매포함 80g/EA),160000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,237999,테이트 젤라또(초콜릿 4.5Kg/EA),10274,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,239048,아이푸드 캔디바(초코 63g/EA),355969,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,243165,하이믹스 아이스크림믹스(바닐라 1Kg/EA),1762778,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,243392,롯데제과 팥빙수(240ml_일품 240g/EA),648154,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,243393,아이푸드 왕포도알(120ml_청포도 120g/EA),19950,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,260395,매일유업 아이스크림믹스(M5 1Kg/EA),909006,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,262006,미니멜츠 구슬아이스크림(컵_더블쵸코 63g/EA),428000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274037,롯데푸드 국화빵(150ml*24입 1.2Kg/BOX),955270,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274042,롯데제과 찰떡아이스(90ml*24입 1.2Kg/BOX),1487087,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274044,빙그레 붕어싸만코(150ml*30입 1.5Kg/BOX),2291120,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274071,삼립 아시나요(180ml*24입 1.68Kg/BOX),574890,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274109,빙그레 빵또아(180ml*24입 1.68Kg/BOX),1170175,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274554,라벨리 아이스크림(9L_딜리셔스_바닐라 4Kg/EA),3129507,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274555,라벨리 아이스크림(9L_딜리셔스_딸기 4Kg/EA),505446,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274556,라벨리 아이스크림(9L_딜리셔스_초코 4Kg/EA),500725,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274557,라벨리 아이스크림(10L_프리미엄_프렌치바닐라 7Kg/EA),10067859,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274558,라벨리 아이스크림(10L_프리미엄_스트로베리 7Kg/EA),321253,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274559,라벨리 아이스크림(10L_프리미엄_쿠앤크 7Kg/EA),2200654,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274560,라벨리 아이스크림(10L_프리미엄_요거트블루베리 7Kg/EA),311260,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274561,라벨리 아이스크림(10L_프리미엄_녹차 7Kg/EA),735027,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,274562,라벨리 아이스크림(10L_프리미엄_초코플레이크 7Kg/EA),679333,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275202,아이푸드 캔디바(딸기 63g/EA),165797,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275204,아이푸드 캔디바(바닐라 63g/EA),188693,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275206,아이푸드 캔디바(멜론 63g/EA),93397,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275250,라벨리 바닐라아이스크림(5L_딜리셔스 2.5Kg/EA),126039062,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275251,라벨리 초코아이스크림(5L_딜리셔스 2.5Kg/EA),868589,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275260,라벨리 요거트블루베리아이스크림(4L_프리미엄 2.3Kg/EA),1643090,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275265,라벨리 디요거트(컵_180ml*24입 4.32Kg/BOX),129923,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275899,하겐다즈 싱글바(그린티앤아몬드_80ml*24입 1.92Kg/BOX),1365440,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275902,하겐다즈 싱글바(마카다미아넛 브리틀_80ml*24입 1.92Kg/BOX),1252320,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275903,하겐다즈 싱글바(바닐라카라멜아몬드_80ml*24입 1.92Kg/BOX),1790960,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,275905,하겐다즈 싱글바(스트로베리앤크림_80ml*24입 1.92Kg/BOX),1794960,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,276604,삼강에프앤비 요거트(4.5Kg/BOX),24150,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,276839,매일소프트믹스(명랑시대용 1L*6입 6Kg/BOX),7923300,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278473,빙그레 더위사냥(140ml*30입 4.2Kg/BOX),158294,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278474,롯데제과 와(190ml*16입 3.04Kg/BOX),577797,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278609,롯데스노볼아이스블럭(주커피용 밀크_360g*12입 4.32Kg/BOX),300000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278639,하겐다즈 미니컵(바닐라_100ml*24입 2.4Kg/BOX),2280842,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278640,하겐다즈 미니컵(딸기_100ml*24입 2.4Kg/BOX),1816622,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278641,하겐다즈 미니컵(벨지안초코렛_100ml*24입 2.4Kg/BOX),895281,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278642,하겐다즈 미니컵(녹차_100ml*24입 2.4Kg/BOX),272390,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,278643,하겐다즈 미니컵(마카다미아넛_100ml*24입 2.4Kg/BOX),227280,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,279633,롯데푸드 본젤라또(5L_바닐라 3.5Kg/EA),607134,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281618,요거트아이스크림(XOXO용 1입 4.5Kg/BOX),884000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281633,스트로베리아이스크림(XOXO용 1입 4.5Kg/BOX),156000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281636,바닐라아이스크림(XOXO용 1입 4.5Kg/BOX),884000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281638,티라미수아이스크림(XOXO용 1입 4.5Kg/BOX),416000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281640,쿠즈코초코아이스크림(XOXO용 1입 4.5Kg/BOX),2652000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281641,망고아이스크림(XOXO용 1입 4.5Kg/BOX),572000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281643,쿠키앤치즈아이스크림(XOXO용 1입 4.5Kg/BOX),2340000,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281659,빙그레 슈퍼콘(바닐라_150ml*24입 3.6Kg/BOX),264095,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,281661,빙그레 슈퍼콘(초코_150ml*24입 3.6Kg/BOX),178440,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,282667,라벨리 더블팅(130ml*35입 4.55Kg/BOX),77360,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,285366,라벨리 쿠키앤크림아이스크림(4L_프리미엄 2.3Kg/EA),124054,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,285924,매일유업 아이스크림믹스(유기농_OM10 1Kg/EA),3955740,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,287099,빙그레 메로나튜브(130ml*35입 4.55Kg/BOX),305100,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,298526,풀무원 돌얼음(지퍼백 1Kg/EA),24752,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,319659,오뚜기 얼음컵(180g*15입 2.7Kg/BOX),1715409,0,
가공식품,편의식/가공품기타,디저트류,아이스크림/빙과,324554,서울우유 흰우유아이스크림(474g/EA),630855576,0,
