상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),Kearney,,,상품범주(세),
가공식품,분말가공품,밀가루/전분,곡물가루,381686,맛뜨락 거피들깨가루(500g/EA),"64,960",들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381688,맛뜨락 거피들깨가루(1Kg/EA),"153,310",들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381692,맛뜨락 거피들깨가루(New 500g/EA),"99,280",들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381693,맛뜨락 거피들깨가루(New 1Kg/EA),"655,740",들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381695,맛뜨락 볶음들깨(1Kg/EA),"45,100",볶음들깨,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381696,맛뜨락 볶은들깨가루(1Kg/EA),"175,260",볶은들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381697,맛뜨락 거친들깨가루(1Kg/EA),"73,760",들깨가루,,,,
가공식품,분말가공품,밀가루/전분,곡물가루,381899,오곡엿기름(국산100% 15Kg/EA),"569,300",엿기름,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100068,백설 밀가루(강력_1등 제빵용 20Kg/EA),"371,974,260",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100070,백설 밀가루(강력_1등 20Kg/EA),"417,631,152",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100071,백설 밀가루(강력_2등 20Kg/EA),"17,566,665",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100073,백설 밀가루(골드 강력 20Kg/EA),"2,195,853",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100074,백설 밀가루(고급 강력_1호 20Kg/EA),"16,268,813",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100076,백설 밀가루(고급 1호 면용 20Kg/EA),"34,797,651",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100077,백설 밀가루(고급골드 면용 20Kg/EA),"1,306,353,957",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100084,백설 밀가루(1호 만두용 20Kg/EA),"16,775,054",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100086,코끼리 밀가루(강력 20Kg/EA),"11,986,729",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100092,곰표 밀가루(중력 20Kg/EA),"1,750,193",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100096,곰표 밀가루(피자용 10Kg/EA),"1,856,640",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100098,백설 밀가루(중력_1등 20Kg/EA),"659,972,960",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100100,백설 밀가루(박력_1등 20Kg/EA),"247,694,234",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100102,백설 밀가루(박력_2등 20Kg/EA),"42,431,392",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100106,백설 밀가루(중력_1등 10Kg/EA),"5,557,965",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100107,백설 밀가루(중력_1등 3Kg/EA),"740,897,816",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100108,백설 밀가루(다목적용 20Kg/EA),"1,341,088,555",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100111,백설 밀가루(중력_2등 20Kg/EA),"321,353,063",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,100118,백설 찰밀가루(3Kg/EA),"533,807,549",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,115304,백설 찰밀가루(1Kg/EA),"72,565,360",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,115305,백설 밀가루(중력 1Kg/EA),"208,183,446",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,115306,백설 밀가루(강력 1Kg/EA),"40,291,396",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,115307,백설 밀가루(박력 1Kg/EA),"54,097,468",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,118803,백설 밀가루(고급 1호_호주산100% 면용 20Kg/EA),"5,034,390,080",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,120867,백설 밀가루(고급 면용 20Kg/EA),"1,343,854,008",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,123068,백설 밀가루(고급골드 중화수타용 20Kg/EA),"151,577,223",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,123198,백설 밀가루(중력_3등A 20Kg/EA),"288,901,323",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,123348,백설 밀가루(중력_S 20Kg/EA),"20,787,643",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,124003,백설 밀가루(고급 우리밀 20Kg/EA),"8,931,394",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,126730,백설 밀가루(박력 2.5Kg/EA),"77,583,680",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,126731,백설 밀가루(강력 2.5Kg/EA),"55,896,472",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,126734,백설 찰밀가루(2.5Kg/EA),"459,159,431",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,126735,백설 밀가루(중력 2.5Kg/EA),"197,474,511",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,126783,백설 밀가루(우리밀_1등 20Kg/EA),"8,004,184",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,127483,백설 밀가루(피자용 10Kg/EA),"1,059,578",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,127983,곰표 밀가루(고급 중력 20Kg/EA),"1,142,263",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,129254,곰표 밀가루(강력 2.5Kg/EA),"110,089",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,129255,곰표 밀가루(박력 2.5Kg/EA),"7,820",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,130071,맥선 찰고운밀가루(중력 3Kg/EA),"1,714,950",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,132864,큐원 밀가루(고급 중화생면용 20Kg/EA),"34,013,302",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,133196,백설 밀가루(고급 3호 면용 20Kg/EA),"551,058,530",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,138530,맥선 밀가루(피자용 10Kg/EA),"3,865,320",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,142008,백설 밀가루(박력 다목적용 20Kg/EA),"20,489,779",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,145118,백설 밀가루(부침용 1Kg/EA),"8,413,926",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,146359,맥선 밀가루(S 피자용 10Kg/EA),"1,333,080",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,149318,곰표 밀가루(고급_전용 20Kg/EA),"360,000",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,149322,큐원 밀가루(1등 박력 20Kg/EA),"210,100",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,153153,디벨라 밀가루(파리나 25Kg/EA),"91,255",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,158658,백설 밀가루(우리밀 750g/EA),"21,888,548",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,160921,백설 밀가루(고급 NEW 제면용 20Kg/EA),"1,037,321,044",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,164401,백설 밀가루(부침용 3Kg/EA),"5,187,143",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,168575,백설 밀가루(고급 밀면용 20Kg/EA),"-22,758",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,169385,백설 밀가루(고급 밀떡전용 20Kg/EA),"15,595,300",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,192780,카푸토 피제리아(25Kg/EA),"3,494,276",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,192786,카푸토 세몰라(1Kg/EA),"126,801",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,196385,백설 밀가루(교동짬뽕용 골드 20Kg/EA),"53,458,453",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,227570,백설 밀가루(고급생면용 20Kg/EA),"2,300,337",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,228429,코끼리 밀가루(삼송빵집용 강력 20Kg/EA),"30,521,410",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,248057,베이크플러스 트레디션밀가루(T-65 25Kg/EA),"157,000",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,248324,큐원 통밀가루(강력_M 제빵용 10Kg/EA),"3,209,930",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,251856,베이크플러스 호밀가루997(3Kg/EA),"1,298,368",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,264986,선인 유기농통밀가루(2.268Kg/EA),"1,929,875",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,266483,코끼리 강력밀가루(피자용 10Kg/EA),"615,459",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,266883,백설 고급반죽전용분(금우도우용 20Kg/EA),"157,170,663",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,268840,백설 밀가루(3호-T 고급면용 20Kg/EA),"85,000",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,269702,베이크플러스 프랑스밀가루(T-55 25Kg/EA),"2,993,176",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,276479,맥선 밀가루(고급분 프리미엄 생면용 20Kg/EA),"4,540,736",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,277866,백설 밀가루(중력 3Kg/EA),"160,720",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,277965,해표 밀가루(중력 2.5Kg/EA),"168,788",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,278581,사조동아원 밀가루(진품 밀면전용 20Kg/EA),"525,000",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,280166,카푸토 프레스카(25Kg/EA),"195,850",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,280167,카푸토 크리시토(1Kg/EA),"379,200",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,281477,백설 밀가루(1호 다목적용 20Kg/EA),"93,845,876",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,283426,우리밀농협 백밀가루(우리밀 1Kg/EA),"1,169,606",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,285728,백설 제빵전용분(롤링핀용 강력분 20Kg/EA),"208,318,500",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,293049,백설 밀가루(강력제면용 20Kg/EA),"94,735",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,294016,백설 밀가루(영양강화_아티장_티(T)55 20Kg/EA),"17,140,515",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,294025,백설 밀가루(영양강화_B_아티장_티(T)55 2Kg/EA),"5,529,132",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,294026,백설 밀가루(아티장_강력소프트 20Kg/EA),"11,245,942",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,294029,백설 밀가루(B_아티장_강력소프트 2Kg/EA),"9,502,811",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,325359,오가닉스토리 밀가루(100%_유기농 500g/EA),"513,970",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,327042,백설 밀가루(청년이닭용 고급 전용분 20Kg/EA),"123,561,569",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,328874,백설 튀김전용분(온센텐동용 B 20Kg/EA),"148,143,320",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,329531,백설 밀가루(아티장 제빵용 20Kg/EA),"22,658,664",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,331936,백설 밀가루(B_아티장_박력마일드 2Kg/EA),"9,514,358",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,345959,백설 밀가루(아티장 박력마일드용 20Kg/EA),"489,426",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,355923,삼양사 중력밀가루(아라마크용 물류대행 20Kg/EA),617,,,,,
가공식품,분말가공품,밀가루/전분,밀가루,355925,삼양사 중력밀가루(아라마크용 물류대행 2.5Kg/EA),"15,925",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,356550,자연드림 우리밀박력밀가루(500g/EA),"81,094",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,357589,우리밀통밀가루(자연드림 1Kg/EA),"225,525",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,357590,주니어쿱 우리밀유기밀가루(자연드림 1Kg/EA),"300,768",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,359931,우리밀중력밀가루(자연드림 1Kg/EA),"4,066,874",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,359937,자연드림 우리밀강력밀가루(500g/EA),"239,589",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,370932,깜파옛데샹 밀가루(T65 25Kg/EA),"1,310,140",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,373344,자연드림 우리밀박력밀가루(500g/EA),"276,788",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,373345,우리밀통밀가루(자연드림 1Kg/EA),"537,835",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,373346,주니어쿱 우리밀유기밀가루(자연드림 1Kg/EA),"388,271",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,373419,백설 밀가루(강력_1등K 20Kg/EA),"2,266,762",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,377030,우리밀중력밀가루(자연드림 제주직송용 1Kg/EA),"432,000",,,,,
가공식품,분말가공품,밀가루/전분,밀가루,377032,자연드림 우리밀박력밀가루(제주직송용 500g/EA),"770,000",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,100253,오케이 옥수수전분(조제 500g/EA),"961,426",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,100282,움트리 옥수수전분(3Kg/EA),"942,089",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,114368,맷돌표 옥수수전분(500g/EA),"1,690,637",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,118454,GoodTaste 옥수수전분(1Kg/EA),"2,205,231",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,121698,이츠웰 옥수수전분(지대_NonGMO 20Kg/EA),"509,382,774",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,124706,절구표 옥수수전분(1Kg/EA),"5,058,205",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,126539,푸드본 옥수수전분(Non-GMO 20Kg/EA),"1,945,468",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,130578,맷돌표 옥수수전분(1Kg/EA),"785,872",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,132146,신안식품 옥수수전분(뚜레쥬르용 콘그릿츠 20Kg/EA),"247,000",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,134904,화미 옥수수맛전분(복합 3Kg/EA),"206,312",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,137570,알파 옥수수전분(15Kg/EA),"16,323,860",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,143622,이츠웰 옥수수전분(NEW_지대_GMO 20Kg/EA),"2,379,293,267",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,145880,농부의뜰 옥수수전분(100% 5Kg/EA),"6,911,396",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,145881,농부의뜰 옥수수전분(100% 1Kg/EA),"14,894,337",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,151410,뚜레반 옥수수전분(1Kg/EA),"13,607,530",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,154150,움트리 옥수수전분(1Kg/EA),"15,167",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,155459,삼진식품 옥수수전분(1Kg/EA),"3,230",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,203438,백설 옥수수전분(R 20Kg/EA),"278,820,299",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,204710,백설 옥수수전분(Non-GMO 20Kg/EA),"78,098,653",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,266481,CJ제일제당 결정과당(20Kg/EA),"4,539,359",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,279911,꼬미다 옥수수가루(1Kg/EA),"1,860,472",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,283692,오케이 옥수수전분(1Kg/EA),"1,334,045",,,,,
가공식품,분말가공품,밀가루/전분,옥수수전분,355922,삼양사 옥수수전분(아라마크용 물류대행 20Kg/EA),63,,,,,
가공식품,분말가공품,빵가루,빵가루,100295,오뚜기 빵가루(1Kg/EA),"35,158,159",,,,,
가공식품,분말가공품,빵가루,빵가루,100299,행성 습식빵가루(작은입자 2Kg/EA),"4,407,364",,,,,
가공식품,분말가공품,빵가루,빵가루,100300,행성 일식빵가루(굵은입자 일식용 2Kg/EA),"93,662,198",,,,,
가공식품,분말가공품,빵가루,빵가루,100306,동원F&B 빵가루(1Kg/EA),"7,392,235",,,,,
가공식품,분말가공품,빵가루,빵가루,100361,백설 빵가루(1Kg/EA),"7,581,934",,,,,
가공식품,분말가공품,빵가루,빵가루,100362,백설 빵가루(200g/EA),"609,346",,,,,
가공식품,분말가공품,빵가루,빵가루,100434,오뚜기 빵가루(500g/EA),"33,640",,,,,
가공식품,분말가공품,빵가루,빵가루,108909,삼립식품 굵고고소한생빵가루(1.5MESH_13인치 2Kg/EA),"4,155,241",,,,,
가공식품,분말가공품,빵가루,빵가루,126353,화미 빵가루(8Kg/EA),"1,402,103",,,,,
가공식품,분말가공품,빵가루,빵가루,128786,신일식품 빵가루(일식용 2Kg/EA),"326,122,821",,,,,
가공식품,분말가공품,빵가루,빵가루,133168,백설 빵가루(450g/EA),"685,495",,,,,
가공식품,분말가공품,빵가루,빵가루,138679,이츠웰 건식빵가루(1Kg/EA),"14,788",,,,,
가공식품,분말가공품,빵가루,빵가루,142225,동원 빵가루(1Kg/EA),"8,182",,,,,
가공식품,분말가공품,빵가루,빵가루,149882,코알라 빵가루(15Kg/EA),"6,043,588",,,,,
가공식품,분말가공품,빵가루,빵가루,160296,프라임 빵가루(일식용 2Kg/EA),"98,497,351",,,,,
가공식품,분말가공품,빵가루,빵가루,160297,코알라 생빵가루(2Kg/EA),"33,472,467",,,,,
가공식품,분말가공품,빵가루,빵가루,168658,코알라 빵가루(노란색 15Kg/EA),"1,487,000",,,,,
가공식품,분말가공품,빵가루,빵가루,170300,월드비씨엠 빵가루(일식용 2Kg/EA),"14,125,017",,,,,
가공식품,분말가공품,빵가루,빵가루,177009,프레시원 빵가루(건식_지대 8Kg/EA),"14,271,882",,,,,
가공식품,분말가공품,빵가루,빵가루,177012,프레시원 빵가루(습식 2Kg/EA),"68,609,419",,,,,
가공식품,분말가공품,빵가루,빵가루,196553,오뚜기 빵가루(건식 8Kg/EA),"4,063,464",,,,,
가공식품,분말가공품,빵가루,빵가루,198887,독일비앤씨 화인빵가루(2Kg/EA),"179,052,597",,,,,
가공식품,분말가공품,빵가루,빵가루,240239,이츠웰 고소한습식빵가루(2Kg/EA),"63,482,158",,,,,
가공식품,분말가공품,빵가루,빵가루,240240,이츠웰 고소한하얀빵가루(건식 8Kg/EA),"66,242,459",,,,,
가공식품,분말가공품,빵가루,빵가루,240241,이츠웰 프리미엄고소한빵가루(일식용 2Kg/EA),"77,400,473",,,,,
가공식품,분말가공품,빵가루,빵가루,240242,이츠웰 고소한하얀빵가루(1Kg/EA),"96,386,901",,,,,
가공식품,분말가공품,빵가루,빵가루,249771,빵가루(명랑핫도그용 15Kg/EA),"197,840,760",,,,,
가공식품,분말가공품,빵가루,빵가루,252648,부엉이빵가루(부엉이돈까스용 2Kg/EA),"61,003,800",,,,,
가공식품,분말가공품,빵가루,빵가루,255592,서울식품공업 빵가루(늘찬용 10Kg/BOX),"8,800,000",,,,,
가공식품,분말가공품,빵가루,빵가루,284313,맛모아 빵가루(굵은입자_15mm 2Kg/EA),"7,060",,,,,
가공식품,분말가공품,빵가루,빵가루,293626,수예당 카스테라가루(송사부용 2Kg/EA),"46,132,800",,,,,
가공식품,분말가공품,빵가루,빵가루,293995,독일비엔씨 프리미엄빵가루(최고당돈까스용 13mm 2Kg/EA),"426,279,762",,,,,
가공식품,분말가공품,빵가루,빵가루,300804,네니아 습식빵가루(무농약_우리밀_8mm 1Kg/EA),"926,988",,,,,
가공식품,분말가공품,빵가루,빵가루,335131,이츠웰 프리미엄고소한빵가루(FO전용 일식용 2Kg/EA),"2,872,849",,,,,
가공식품,분말가공품,빵가루,빵가루,338254,빵가루(이백장용 2Kg/EA),"105,102,185",,,,,
가공식품,분말가공품,빵가루,빵가루,342613,식빵가루(호천당용 2Kg/EA),"61,374,180",,,,,
가공식품,분말가공품,빵가루,빵가루,346077,월드 프리미엄빵가루(최고당돈까스용 2Kg/EA),"88,152,000",,,,,
가공식품,분말가공품,빵가루,빵가루,357587,자연드림 우리밀빵가루(습식 300g/EA),"370,412",,,,,
가공식품,분말가공품,빵가루,빵가루,357598,독일에프에스 깊은바다소금을넣은우리밀건식빵가루(자연드림_무농약 200g/EA),"48,416",,,,,
가공식품,분말가공품,빵가루,빵가루,357599,우리밀로만든빵가루(자연드림_건식 1Kg/EA),"2,437,926",,,,,
가공식품,분말가공품,빵가루,빵가루,357601,주니어쿱 무농약우리밀로만든빵가루(자연드림_건식 1Kg/EA),"1,080,541",,,,,
가공식품,분말가공품,빵가루,빵가루,358619,행성 건빵가루(송사부용 10Kg/EA),"29,823,640",,,,,
가공식품,분말가공품,빵가루,빵가루,360164,일본식빵가루(백스코리아용 2Kg/EA),"23,704,800",,,,,
가공식품,분말가공품,빵가루,빵가루,368504,C빵가루(은화수식당용 2Kg/EA),"77,064,000",,,,,
가공식품,분말가공품,빵가루,빵가루,373246,백설 빵가루(New 1Kg/EA),"31,133,177",,,,,
가공식품,분말가공품,빵가루,빵가루,373247,백설 빵가루(New 450g/EA),"2,087,855",,,,,
가공식품,분말가공품,빵가루,빵가루,373555,코알라 빵가루(저장용 15Kg/EA),"10,669,577",,,,,
가공식품,분말가공품,빵가루,빵가루,373615,볼카츠습식빵가루(송사부용 2Kg/EA),"5,251,000",,,,,
가공식품,분말가공품,빵가루,빵가루,375710,일본식식빵가루(체인전용 2Kg/EA),"11,763,070",,,,,
가공식품,분말가공품,빵가루,빵가루,377035,자연드림 우리밀빵가루(습식 제주직송용 300g/EA),"22,500",,,,,
가공식품,분말가공품,빵가루,빵가루,377037,우리밀로만든빵가루(자연드림_건식 제주직송용 1Kg/EA),"1,457,062",,,,,
가공식품,분말가공품,빵가루,빵가루,377038,주니어쿱 무농약우리밀로만든빵가루(자연드림_건식 제주직송용 1Kg/EA),"1,278,328",,,,,
가공식품,분말가공품,프리믹스,부침가루,100357,백설 부침가루(500g/EA),"17,619,547",,,,,
가공식품,분말가공품,프리믹스,부침가루,100358,백설 부침가루(1Kg/EA),"753,475,658",,,,,
가공식품,분말가공품,프리믹스,부침가루,100370,오뚜기 부침가루(1Kg/EA),"6,098,807",,,,,
가공식품,분말가공품,프리믹스,부침가루,100426,백설 통감자바삭부침가루(1Kg/EA),"32,566,406",,,,,
가공식품,분말가공품,프리믹스,부침가루,109654,백설 부침가루(2Kg/EA),"187,883,987",,,,,
가공식품,분말가공품,프리믹스,부침가루,126642,백설 부침가루(우리밀 500g/EA),"34,767,927",,,,,
가공식품,분말가공품,프리믹스,부침가루,140094,이츠웰 부침가루(1Kg/EA),"400,567,108",,,,,
가공식품,분말가공품,프리믹스,부침가루,142780,백설 부침가루(자연재료 1Kg/EA),"12,322,256",,,,,
가공식품,분말가공품,프리믹스,부침가루,146149,농부의뜰 부침가루(1Kg/EA),"12,310,485",,,,,
가공식품,분말가공품,프리믹스,부침가루,162364,자연재료 메밀부침가루(500g/EA),"3,142,158",,,,,
가공식품,분말가공품,프리믹스,부침가루,166164,봉평촌 메밀부침가루(메밀40% 800g/EA),"1,279,913",,,,,
가공식품,분말가공품,프리믹스,부침가루,170505,뚜레반 부침가루(1Kg/EA),"23,260",,,,,
가공식품,분말가공품,프리믹스,부침가루,196026,오뚜기 부침가루(2Kg/EA),"700,002",,,,,
가공식품,분말가공품,프리믹스,부침가루,202863,백설 부침가루(20Kg/EA),"707,748",,,,,
가공식품,분말가공품,프리믹스,부침가루,238876,프레시원 부침가루(1Kg/EA),"54,488,654",,,,,
가공식품,분말가공품,프리믹스,부침가루,317318,오가닉스토리 우리밀부침가루(유기농 250g/EA),"574,790",,,,,
가공식품,분말가공품,프리믹스,부침가루,345030,오뚜기 부침가루(500g/EA),"86,640",,,,,
가공식품,분말가공품,프리믹스,부침가루,354477,자연드림 메밀이들어간부침가루(500g/EA),"823,660",,,,,
가공식품,분말가공품,프리믹스,부침가루,354484,자연드림 우리밀부침가루(1Kg/EA),"6,242,767",,,,,
가공식품,분말가공품,프리믹스,부침가루,354516,자연드림 전분바삭부침가루(500g/EA),"2,695,672",,,,,
가공식품,분말가공품,프리믹스,부침가루,355927,삼양사 부침가루(아라마크용 물류대행 1Kg/EA),"61,199",,,,,
가공식품,분말가공품,프리믹스,부침가루,376712,자연드림 우리밀부침가루(제주직송용 1Kg/EA),"311,796",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100336,오뚜기 튀김가루(치킨용 5Kg/EA),"6,912,918",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100337,오뚜기 튀김가루(1Kg/EA),"18,265,227",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100342,곰표 튀김가루(1Kg/EA),"2,060",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100353,백설 바삭튀김가루(1Kg/EA),"1,668,584,572",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100378,백설 치킨튀김가루(1Kg/EA),"129,170,627",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100386,백설 튀김가루(500g/EA),"11,869,356",,,,,
가공식품,분말가공품,프리믹스,튀김가루,100445,백설 우리쌀바삭튀김가루(1Kg/EA),"72,249,459",,,,,
가공식품,분말가공품,프리믹스,튀김가루,109735,백설 튀김가루(2Kg/EA),"482,632,330",,,,,
가공식품,분말가공품,프리믹스,튀김가루,112496,삼조쎌텍 치킨튀김가루(5Kg/EA),"1,604,622",,,,,
가공식품,분말가공품,프리믹스,튀김가루,116071,오뚜기 튀김가루(치킨용 1Kg/EA),"5,131,922",,,,,
가공식품,분말가공품,프리믹스,튀김가루,121207,담원푸드 케이준튀김파우더(크래프트한스용 4Kg/EA),"8,985,870",,,,,
가공식품,분말가공품,프리믹스,튀김가루,126643,백설 튀김가루(우리밀 500g/EA),"28,686,230",,,,,
가공식품,분말가공품,프리믹스,튀김가루,128753,큐원 튀김가루(1Kg/EA),"22,630",,,,,
가공식품,분말가공품,프리믹스,튀김가루,138432,오뚜기 튀김가루(2Kg/EA),"1,640,892",,,,,
가공식품,분말가공품,프리믹스,튀김가루,138713,오뚜기 튀김가루(10Kg/EA),"2,868,172",,,,,
가공식품,분말가공품,프리믹스,튀김가루,140093,이츠웰 튀김가루(1Kg/EA),"703,965,658",,,,,
가공식품,분말가공품,프리믹스,튀김가루,146150,농부의뜰 튀김가루(1Kg/EA),"9,636,882",,,,,
가공식품,분말가공품,프리믹스,튀김가루,160683,백설 튀김가루(자연재료 1Kg/EA),"6,803,317",,,,,
가공식품,분말가공품,프리믹스,튀김가루,162565,백설 튀김가루(NEW 20Kg/BOX),"16,122,403",,,,,
가공식품,분말가공품,프리믹스,튀김가루,170508,뚜레반 튀김가루(1Kg/EA),"181,727",,,,,
가공식품,분말가공품,프리믹스,튀김가루,176726,농심 쌀튀김가루(450g/EA),"3,810,234",,,,,
가공식품,분말가공품,프리믹스,튀김가루,231193,화미 돈까스튀김가루(1Kg/EA),"9,605,647",,,,,
