상품범주(대),상품범주(중),상품범주(소),상품범주(세),상품,상품명,매출금액(취급고기준),Kearney,,,상품범주(세),
가공식품,차/음료/기호식품,음료,탄산음료,337328,코카콜라 닥터페퍼(355ml 355g/EA),"10,271,171",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,337371,스프라이트 사이다(355ml 업소용 355g/EA),"240,882,825",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,337505,롯데칠성 트레비(300ml_레몬 300g/EA),"104,160",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,337534,펩시 콜라(355ml_제로슈거 업소용 355g/EA),"23,929,008",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,337535,칠성 사이다(355ml_제로슈거 업소용 355g/EA),"2,154,055",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,338580,스프라이트 사이다(1.5L_PET 업소용 1.5Kg/EA),"5,366,628",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,338801,하이트제로 무알콜맥주(캔_350ml 350g/EA),"5,207,141",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,338887,스프라이트 사이다(355ml 일반용 355g/EA),"11,056,407",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,338888,코카콜라 콜라(355ml 일반용 355g/EA),"22,459,128",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,339456,롯데칠성 제로사이다(250ml 250g/EA),"1,011,673",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,340410,코카콜라 콜라(245ml*30입 7.35Kg/BOX),"77,581,641",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,340735,칠성 사이다(크래프톤용 190ml_캔 190g/EA),"30,600",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,341369,롯데칠성 제로사이다(355ml 355g/EA),"1,010,710",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,347843,스프라이트제로 사이다(355ml 355g/EA),"897,768",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,348560,트로피카나 탄산음료(캔_355ml_파인애플 355g/EA),"211,920",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,348715,코카콜라 제로콜라(355ml 355g/EA),"35,099,026",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,351130,사이다(체인전용 PET_1.25L*12입 15Kg/BOX),"38,760",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,352890,펩시 콜라(355ml_제로슈거_라임향 355g/EA),"17,704,085",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,353160,일화 한라봉에이드(350ml_CAN 350g/EA),"4,890,720",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,353528,초정탄산수(어오케이커피용 190ml_30캔*2입 11.5Kg/BOX),"880,000",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,356851,펩시 콜라(500ml*20ea_제로슈거_라임향 500g/EA),"926,260",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,357854,자연드림 상쾌한사이다(350ml*24입 8.4Kg/BOX),"451,830",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,357860,오케이에프음료 탄산레몬라임(자연드림_500ml*20입 10Kg/BOX),"365,040",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,357864,오케이에프음료 탄산수플레인(자연드림_500ml*20입 10Kg/BOX),"244,980",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,358907,일화 키위에이드(350ml_CAN 350g/EA),"572,551",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,358910,일화 레몬에이드(350ml_CAN 350g/EA),"2,153,835",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,358911,일화 청포도에이드(350ml_CAN 350g/EA),"2,348,880",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,359789,농심 웰치스(제로_355ml_포도 355g/EA),"1,287,810",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,360205,빅토리아 탄산수(카페희다용 플레인_190ml*30입 5.7Kg/BOX),"2,755,000",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,369287,펩시 콜라(NEW_캔_245ml*30입 업소용 245g/EA),"1,956,028",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,369289,칠성 사이다(NEW_캔_245ml*30입 업소용 245g/EA),"12,884,793",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,370184,비건콜라(250ml 250g/EA),"44,736",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,371094,빅토리아 탄산수(샐러디아용 플레인_250ml*30입 7.5Kg/BOX),"1,009,400",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,371458,탐스 제로(오렌지향_355ml 355g/EA),"180,720",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,372589,롯데칠성 오랑지나(420ml_24입_PET 420g/EA),"608,560",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373169,나랑드 사이다(그린애플_500ml_20입 500g/EA),"362,600",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373170,나랑드 사이다(파인애플_500ml_20입 500g/EA),"225,800",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373171,라인바싸 탄산수(PET_500ml_플레인 500g/EA),"19,793,864",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373362,농심 웰치스(제로_355ml_오렌지 355g/EA),"259,980",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373812,몬스터 에너지드링크(망고로코 355g/EA),"583,020",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373955,퓨레어 탄산수(PET_500ml_레몬 500g/EA),"50,521",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,373956,퓨레어 탄산수(PET_500ml_자몽 500g/EA),"7,650",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,374225,널담 제로스파클링(블랙티레몬_350ml*24입 8.4Kg/BOX),"406,740",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,374226,널담 제로스파클링(캐모마일피치_350ml*24입 8.4Kg/BOX),"165,860",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,374279,BUNDABERG 분다버그(병_375ml_트로피칼망고 375g/EA),"719,553",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,377822,웅진식품 티즐스파클링(피치우롱티_캔_340ml 340g/EA),"199,875",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,377823,웅진식품 티즐스파클링(유자그린티_캔_340ml 340g/EA),"146,130",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378045,탐스 제로(사과키위향_355ml 355g/EA),"140,148",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378056,탐스 제로(레몬향_355ml 355g/EA),"78,468",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378070,칼로바이 프로틴스파클링(포도_240ml 240g/EA),"1,463,448",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378072,칼로바이 프로틴스파클링(레몬&라임_240ml 240g/EA),"127,276",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378073,칼로바이 프로틴스파클링(핑크자몽_240ml 240g/EA),"132,480",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378221,핫식스 더킹(포스_355ml 355g/EA),"27,840",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378226,슈가로로 스파클링(350ml_PET_레몬사이다 350g/EA),"61,680",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,378228,슈가로로 스파클링(350ml_PET_샤인머스켓 350g/EA),"58,800",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,379684,갈바니나 유기농레몬소다(355ml 355g/EA),"1,277,640",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,379688,비건콜라(제로슈가_250ml 250g/EA),"47,040",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,380488,롯데칠성 밀키스(PET_1.5L 1.5Kg/EA),"273,316",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,381004,롯데칠성 트레비탄산수(500ml_플레인_6입 3Kg/EA),"294,120",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,381072,트레비 탄산수(자몽_6입_500ML 500g/EA),"65,708",,,,,
가공식품,차/음료/기호식품,음료,탄산음료,381753,페이머스소다(패션후르츠_330ml 330g/EA),"182,400",,,,,
가공식품,차/음료/기호식품,주류,요리용술,125759,백화수복 청주(1.8L 1.8Kg/EA),"92,140",,,,,
가공식품,차/음료/기호식품,주류,요리용술,232486,백화수복 청주(병_1.8L_2017년 1.8Kg/EA),"51,245,195",,,,,
가공식품,차/음료/기호식품,주류,요리용술,232487,백화수복 청주(병_700ml_2017년 700g/EA),"17,205,357",,,,,
가공식품,차/음료/기호식품,주류,일반주류,348993,맑은술 파랑(올바른에프앤비용 300ml_박스단위발주_주말발주불가 300g/EA),"3,520,000",,,,,
가공식품,차/음료/기호식품,주류,일반주류,368824,C페리에일(청년다방용 330ml*24입 7.92Kg/BOX),"801,920",,,,,
가공식품,차/음료/기호식품,주류,전통주,156401,백화수복 전통주(1.8L 1.8Kg/EA),"916,907",,,,,
가공식품,차/음료/기호식품,주류,전통주,173058,월매 쌀막걸리(750ML 750g/EA),"3,150",,,,,
가공식품,차/음료/기호식품,주류,전통주,173092,원 막걸리(750ML 750g/EA),"24,300",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,370022,TR커피 분쇄커피(3번_중간바디감 에스프레소용 1Kg/EA),"353,830",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,370025,TR커피 분쇄커피(5번_묵직한바디감 에스프레소용 1Kg/EA),"68,620",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375165,투썸플레이스 핸드드립(다크블렌드_7g*5T 35g/EA),"15,530",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375166,투썸플레이스 핸드드립(마일드블렌드_7g*5T 35g/EA),"59,410",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375167,투썸플레이스 핸드드립(디카페인_7g*5T 35g/EA),"79,090",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375168,투썸플레이스 캡슐커피(다크블렌드_10캡슐 51g/EA),"66,375",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375169,투썸플레이스 캡슐커피(마일드블렌드_10캡슐 52g/EA),"88,600",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375170,투썸플레이스 캡슐커피(콜롬비아수프리모_10캡슐 53g/EA),"65,300",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375172,투썸플레이스 캡슐커피(에티오피아예가체프_10캡슐 53g/EA),"108,830",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375173,투썸플레이스 캡슐커피(과테말라_10캡슐 53g/EA),"40,530",,,,,
가공식품,차/음료/기호식품,커피,분쇄원두커피,375178,투썸플레이스 캡슐커피(디카페인_10캡슐 51g/EA),"16,650",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100473,맥스웰화인 커피(500g/EA),"35,531,856",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100476,맥심 커피(모카골드 300g/EA),"3,520,372",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100477,맥심 커피믹스(오리지널_12g*20T 240g/EA),"669,680",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100481,맥심 오리지널(500g/EA),"24,419,989",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100485,맥심 커피(오리지널 500g/EA),"481,077",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100487,맥심 커피믹스(모카_12g*20T 240g/EA),"997,701",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100514,맥스웰 커피(자판기용 500g/EA),"130,982",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,100546,맥심 커피믹스(오리지널_12g*100T 1.2Kg/EA),"4,510,901",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,111432,맥스웰 커피믹스(12g*100T 1.2Kg/EA),"2,181,132",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,112802,맥심 커피믹스(모카골드_12g*100T 1.2Kg/EA),"153,063,599",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,112944,맥심 커피(모카골드 500g/EA),"19,527,672",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,114419,맥심 커피(병_오리지널 175g/EA),"3,446,283",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,120851,맥심 모카커피믹스(자판기용 1Kg/EA),"1,992,286",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,136312,프렌치카페 커피믹스(12g*100T 1.2Kg/EA),"13,000",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,145520,카누 커피(마일드_0.9g*100T 90g/EA),"42,170,974",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,152771,맥심 커피믹스(화이트골드_11.8g*100T 1.18Kg/EA),"92,248",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,152774,맥심 커피믹스(모카골드_12g*150T 1.8Kg/EA),"2,436,242",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,157674,맥심 커피믹스(화이트골드_50T 1회용 1Kg/EA),"20,463",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,161467,맥심 커피믹스(화이트골드_11.8g*100T 1.18Kg/EA),"12,182,999",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,164550,맥심 커피믹스(모카골드_12g*(150T+20T) 2.04Kg/EA),"22,493,439",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,169881,맥심 커피믹스(화이트골드_170T 1.18Kg/EA),"4,328,737",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,179568,카누 인스턴트원두커피(다크로스트_1.6g*70T 112g/EA),"5,103,297",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,179569,카누 인스턴트원두커피(마일드로스트_1.6g*70T 112g/EA),"44,180",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,180750,맥스웰 커피믹스(오리지널 자판기용 900g/EA),"9,066,187",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,180751,맥스웰 커피믹스(마일드 자판기용 900g/EA),"93,819,167",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,195351,카누 아메리카노커피(콜럼비아_마일드로스트_0.9g*100T 90g/EA),"8,603,407",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,197239,화미 커피믹스(오리지널 1Kg/EA),"36,218",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,230512,루카스나인 인스턴트원두커피(마일드_1.4g*100T 140g/EA),"2,344,869",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,230514,루카스나인 인스턴트원두커피(다크_1.4g*100T 140g/EA),"1,181,797",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,230723,맥심 커피믹스(화이트골드_210T 2.457Kg/EA),"25,280,037",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,233058,프렌치카페 커피믹스(10.9g*100T 1.09Kg/EA),"1,693,634",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,255676,맥심 커피믹스(아라비카100_아메리카노_9g*100T 900g/EA),"970,728",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,265612,네스카페 커피믹스(마일드 자판기용 900g/EA),"70,760",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,274712,맥심 커피믹스(모카골드_12g*310T 3.72Kg/EA),"487,026",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,275041,맥심 커피믹스(아라비카100_12g*100T 1.2Kg/EA),"1,438,867",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,276167,카페나인 커피믹스(모카_프리미엄 1Kg/EA),"501,567",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,279164,맥심 부드러운블랙(아라비카_2.8g*100T 280g/EA),"1,269,200",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,282882,카누 디카페인아메리카노(미니_100T 90g/EA),"2,474,428",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,283293,프렌치카페 커피믹스(10.9g*200T(180T+20T) 2.18Kg/EA),"7,721,686",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,295689,맥심 커피믹스(화이트골드_150입 1.755Kg/EA),"21,727",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,325983,네스카페 아이스커피믹스(체인전용 1Kg/EA),"10,926,950",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,332109,맥심 커피믹스(모카골드_230T 2.52Kg/EA),"35,482",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,335097,맥심 커피믹스(모카골드_200T 2.4Kg/EA),"18,386",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,343017,맥심 모카골드(크래프톤용 12g*100T 1.2Kg/EA),"33,000",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,345009,맥심 커피(아라비카100_노슈가_9g*100T 900g/EA),"1,633,107",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,357725,자연드림 커피믹스오리지널(12g*100T 1.2Kg/EA),"31,360",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,357726,자연드림 커피믹스모카(12g*100T 1.2Kg/EA),"66,660",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,368966,슈프리모 커피(GKL용 150g/EA),"614,734",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373921,이디야 아메리카노(오리지널_1g*130T 130g/EA),"533,365",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373922,이디야 아메리카노(마일드_1g*130T 130g/EA),"323,712",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373923,이디야 아메리카노(디카페인_1g*130T 130g/EA),"518,935",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373925,이디야 카페라떼(13g*10T 130g/EA),"131,395",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373926,이디야 바닐라라떼(15g*10T 150g/EA),"186,635",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373928,이디야 토피넛라떼(20g*10T 200g/EA),"138,714",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373946,이디야 커피믹스(모카블렌드_11.5g*200T 2.3Kg/EA),"1,303,040",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,373947,이디야 커피믹스(골드블렌드_11g*200T 2.2Kg/EA),"1,086,911",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375127,투썸플레이스 에이리스트(마일드블렌드_1.1g*10T 11g/EA),"4,729",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375128,투썸플레이스 에이리스트(디카페인블렌드_1.1g*10T 11g/EA),"68,064",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375129,투썸플레이스 에이리스트(다크블렌드_1.1g*30T 33g/EA),"31,384",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375136,투썸플레이스 에이리스트(마일드블렌드_1.1g*30T 33g/EA),"39,294",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375139,투썸플레이스 에이리스트(마일드블렌드_1.1g*150T 165g/EA),"87,540",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375142,투썸플레이스 에이리스트(카페라떼_20g*10T 200g/EA),"86,887",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,375144,투썸플레이스 에이리스트(바닐라라떼_16g*10T 160g/EA),"38,380",,,,,
가공식품,차/음료/기호식품,커피,커피믹스,376098,투썸플레이스 에이리스트(다크블렌드_1.1g*10T 11g/EA),"9,319",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,100459,구띠에커피 원두커피(에스프레소카펠라 1Kg/EA),"21,833,832",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,130016,동서 원두커피(프렌치로스트 2Kg/EA),"693,303",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,130768,포르테 원두커피(골드 1Kg/EA),"23,808,980",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,137026,포모나 원두커피(클래식 1Kg/EA),"25,800",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,151626,대상 헤이즐넛원두커피(크림/설탕없음 600g/EA),"447,408",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,175443,쟈뎅 원두커피(오리지널블랜드 1Kg/EA),"49,372,588",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,177400,프리미엄원두(XOXO용 500g/EA),"63,372,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,196091,크레마에아로마원두(CGV용 1Kg/EA),"126,874,500",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,238676,에스프레소원두커피(주커피용 10Kg/BOX),"29,137,500",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,242747,쟈뎅클래스 원두커피(모카자바블랜드 1Kg/EA),"716,931",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,245864,바바 원두커피(골드 500g/EA),"45,600",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,246649,레이나프로젝트 커피원두(1Kg/EA),"90,250",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,247026,원두커피(뉴욕핫도그용 NEW_스위트브루클린블랜딩 500g/EA),"2,667,250",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,252546,포르테 원두커피(에스프레소 1Kg/EA),"477,030",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,257811,커피원두(IMT용 코지에스프레소 500g/EA),"190,149,200",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,268501,이든컴퍼니 원두커피(콩샌용 500g/EA),"37,540,500",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,272326,프리미엄블렌딩원두(빈스킹토스트용 1Kg/EA),"16,091,200",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,276069,라페니체 커피원두(M-1 1Kg/EA),"526,886",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,285841,원두(롤링핀용 1kg*10입 10Kg/BOX),"414,319,500",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,288699,원두커피(옛집용 1Kg/EA),"9,210,780",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,293913,원두커피(삼송빵집용 1Kg/EA),"70,317,620",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,298522,포르테 프리미엄(750g/EA),"3,245,220",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,316867,완벽한원두(XOXO용 500g/EA),"52,210,300",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,323311,다스빈(커피다스용 1Kg/EA),"47,200,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,327205,원두(커피브라더용 에스프레소용 1Kg/EA),"82,323,200",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,327206,원두(커피브라더용 콜드브루용 1Kg/EA),"4,690,800",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,331290,스탠딩 커피원두(송사부용 1kg*5입 5Kg/BOX),"1,400,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,334840,원두커피(카페희다용 시그니처블렌딩 1Kg/EA),"113,685,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,342957,커피원두(지티에스버거용 1Kg/EA),"4,452,600",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,344448,원두(점프용 하우스블랜드 1Kg/EA),"42,778,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,344450,원두(점프용 콜롬비아_디카페인 1Kg/EA),"9,150,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,344539,원두(KG),"778,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,344886,원두스폐셜블렌딩(카페제곱용 1kg*10입 10Kg/BOX),"29,260,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,345099,원두블렌딩(읍천리용 택배배송품_NEW_1kg*10입 10Kg/BOX),"573,139,440",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,345265,더치블랜딩(카페제곱용 박스단위발주 1Kg/EA),"396,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,348463,원두커피(제주커피용 1Kg/EA),"20,160,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,349871,원두커피(파더스베이글용 에스프레소 500g/EA),"10,293,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,350672,원두커피(디카페인 1Kg/EA),"941,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,350903,원두(대단한커피용 1Kg/EA),"92,940,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,357246,쟈뎅 원두커피(오리지널블랜드 500g/EA),"51,980",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,357551,무궁화초코블랜딩원두(베어밀크용 1Kg/EA),"10,499,050",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,357727,쿱푸드시스템 프리즈드라이드커피(자연드림 120g/EA),"39,200",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,357728,쿱푸드시스템 프리즈드라이드커피(자연드림_공정무역 100g/EA),"65,630",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,368820,C원두커피(청년다방용 500g/EA),"42,824,364",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,369011,원두(유아이유커피용 10입 택배발송용 1Kg/EA),"16,728,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,369013,원두(유아이유커피용 디카페인 1Kg/EA),"1,545,500",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,369026,바쏘 원두커피(1KG*6개입 6Kg/EA),"1,514,810",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,370133,프랭크 블렌딩원두커피(프랭크용 1Kg/EA),"123,912,422",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,370350,C에스프레소블렌드커피(청년다방용 NEW_대상 1Kg/EA),"105,672,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,373948,이디야 에스프레소(클래식_홀빈 500g/EA),"513,220",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,373949,이디야 에스프레소(미디움_홀빈 500g/EA),"108,020",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,374129,컵넛다크(컵넛용 1Kg/EA),"46,641,960",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,374160,원두(서울도넛츠용 10Kg/BOX),"26,325,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,375207,원두(바리스트로용 1Kg/EA),"19,780,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,375742,디카페인원두(바리스트로용 500g/EA),"300,000",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,378071,원두혼합(바리스트로용 1Kg/EA),"735,240",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,380030,구르메 퍼블리크그린(홀빈_원두 1Kg/EA),"444,830",,,,,
가공식품,차/음료/기호식품,커피,홀빈원두커피,380843,카페희다 원두(카페희다용 시그니처블렌딩_1kg*5입 5Kg/BOX),"18,826,500",,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),115722,사세통상 버팔로윙(1Kg/EA),"1,458,326,553",버팔로윙,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),116981,사세통상 버팔로윙스틱(1Kg/EA),"795,689,030",버팔로윙,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),117642,사세통상 순살치킨가라아게(1Kg/EA),"1,767,772,406",치킨가라아게,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),119679,사세통상 순살치킨가라아게(1Kg/PAC),"151,554",치킨가라아게,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),124274,에쓰푸드 핫치킨토핑(500g/EA),"7,936,384",치킨토핑,,,,
가공식품,축산가공품,계육가공품,계육가공(수입산),126307,사세통상 치킨텐더(1Kg/EA),"317,717,124",치킨텐더,,,,
