Category1,Category2,Category3,Category4,Code,Name,SKU1,매출1,원가1,SKU2,매출2,원가2,SKU3,매출3,원가3
CK제품,CK반찬,CK양념육,CK계육양념육,701180,CK NEW닭갈비(_국내산닭_R 1Kg/EA),27 EA,"251,100","177,948",2 EA,"18,600","13,016",,,
CK제품,CK반찬,CK양념육,CK계육양념육,701181,CK NEW닭갈비(국내산닭_R 5Kg/EA),,,,2 EA,"88,160","61,704",,,
CK제품,CK반찬,CK양념육,CK돈육양념육,701294,CK 매운찜갈비(문래돼지불백용 800g/EA),1 EA,"22,500","18,951",2 EA,"45,000","37,902",,,
CK제품,CK반찬,CK양념육,CK수산가공품,701190,CK 오삼불고기(R 1Kg/EA),1 EA,"11,840","8,874",,,,4 EA,"51,200","33,128"
가공식품,가공부가상품,가공선물세트,가공선물세트,380357,해표특선88호(에프앤비용 명절용 1.91Kg/EA),,,,,,,475 EA,"4,750",475
가공식품,가공부가상품,가공선물세트,가공선물세트,380389,해표특선57호(에프앤비용 명절용 2.81Kg/EA),,,,,,,50 EA,500,50
가공식품,김치/절임류,김치,김치(국산)기타,221277,김장독 총각김치(생_일반 1Kg/EA),,,,2 EA,"14,540","8,127",,,
가공식품,김치/절임류,김치,김치(국산)기타,221281,김장독 파김치(1Kg/EA),,,,1 EA,"19,650","10,983",1 EA,"18,670","10,434"
가공식품,김치/절임류,김치,김치(국산)기타,221294,김장독 갓김치(1Kg/EA),,,,,,,1 EA,"8,060","4,503"
가공식품,김치/절임류,김치,김치(국산)기타,221295,김장독 배추겉절이(일반 1Kg/EA),2 EA,"12,140","9,505",,,,,,
가공식품,김치/절임류,김치,김치(국산)기타,221364,진경 보쌈김치(5Kg/BOX),1 BOX,"31,280","22,886",,,,,,
가공식품,김치/절임류,김치,김치(국산)기타,222333,진경 동치미(10Kg/BOX),,,,1 BOX,"20,690","17,133",,,
가공식품,김치/절임류,김치,김치(국산)기타,235128,예소담 묵은지(10Kg/BOX),10 BOX,"520,770","388,995",7 BOX,"347,220","276,395",3 BOX,"167,910","122,021"
가공식품,김치/절임류,김치,김치(국산)기타,235198,종가집 볶음김치(3Kg/EA),944 EA,"17,155,700","12,442,161","1,139 EA","20,631,421","14,810,164","1,156 EA","20,906,370","14,909,761"
가공식품,김치/절임류,김치,김치(국산)기타,235530,종가집 동치미(5Kg/BOX),,,,1 BOX,"18,860","12,422",,,
가공식품,김치/절임류,김치,김치(국산)기타,236045,종가집 보쌈김치(5Kg/BOX),1 BOX,"38,930","24,525",,,,,,
가공식품,김치/절임류,김치,김치(국산)기타,236046,종가집 배추겉절이(5Kg/BOX),,,,1 BOX,"28,940","20,025",,,
가공식품,김치/절임류,김치,김치(국산)기타,236048,종가집 묵은지(10Kg/BOX),6 BOX,"281,210","214,829",3 BOX,"133,130","108,854",2 BOX,"102,080","70,650"
가공식품,김치/절임류,김치,김치(국산)기타,263047,비비고 김치볶음(80g/EA),23 EA,"28,140","17,899",80 EA,"93,900","61,456",105 EA,"121,000","81,234"
가공식품,김치/절임류,김치,김치(국산)기타,322990,선농 파김치(1Kg/EA),,,,3 EA,"35,790","25,856",,,
가공식품,김치/절임류,김치,김치(국산)기타,322992,선농 파김치(일반 1Kg/EA),1 EA,"10,310","8,062",2 EA,"21,810","16,390",2 EA,"20,780","16,245"
가공식품,김치/절임류,김치,김치(국산)기타,322993,선농 갓김치(1Kg/EA),4 EA,"31,650","16,557",2 EA,"16,320","8,279",3 EA,"24,480","13,356"
가공식품,김치/절임류,김치,김치(국산)기타,322994,선농 갓김치(일반 1Kg/EA),3 EA,"20,760","11,611",9 EA,"66,330","34,835",16 EA,"118,820","64,309"
가공식품,김치/절임류,김치,김치(국산)기타,322996,선농 갓김치(10Kg/BOX),,,,,,,1 BOX,"73,860","42,267"
가공식품,김치/절임류,김치,김치(국산)기타,335165,예소담 볶음김치(일반 3Kg/EA),74 EA,"1,576,680","1,089,510",80 EA,"1,649,580","1,169,981",66 EA,"1,366,980","964,174"
가공식품,김치/절임류,김치,김치(국산)기타,341807,선농 보쌈김치(초숙 1Kg/EA),2 EA,"16,580","12,452",2 EA,"14,620","11,733",,,
가공식품,김치/절임류,김치,김치(국산)기타,352792,예소담 갓김치(약숙 1Kg/EA),5 EA,"54,800","41,575",10 EA,"109,600","83,149",5 EA,"62,900","41,575"
가공식품,김치/절임류,김치,김치(국산)기타,352793,예소담 갓김치(적숙 1Kg/EA),10 EA,"109,600","83,148",,,,,,
가공식품,김치/절임류,김치,김치(국산)기타,352795,예소담 오이소박이(약숙 1Kg/EA),18 EA,"225,150","164,316",18 EA,"225,150","164,316",3 EA,"42,000","28,786"
가공식품,김치/절임류,김치,김치(국산)기타,352796,예소담 파김치(약숙 1Kg/EA),,,,2 EA,"46,000","31,449",,,
가공식품,김치/절임류,김치,김치(국산)기타,357139,예소담 볶음김치(한남동그집용 일반 3Kg/EA),96 EA,"1,728,000","1,434,482",90 EA,"1,742,500","1,455,077",104 EA,"2,236,000","1,881,623"
가공식품,김치/절임류,김치,김치(국산)기타,359238,예소담 묵은지(1Kg/EA),,,,4 EA,"25,720","18,853",8 EA,"57,430","37,704"
가공식품,김치/절임류,김치,김치(국산)기타,362126,종가집 볶음김치(3Kg/EA),2 EA,"31,740","23,452",,,,,,
가공식품,김치/절임류,김치,김치(국산)기타,362127,예소담 볶음김치(일반 3Kg/EA),,,,7 EA,"155,050","107,451",,,
가공식품,김치/절임류,김치,김치(국산)기타,379133,TB찜용김치(타베코리아용 1.2Kg/EA),,,,,,,206 EA,"972,320","889,673"
가공식품,김치/절임류,김치,김치(수입)기타,228102,볶음김치(부엉이돈까스용 1Kg/EA),580 EA,"3,433,600","3,193,247",631 EA,"3,735,520","3,474,034",558 EA,"3,303,360","3,072,126"
가공식품,김치/절임류,김치,김치(수입)기타,276391,농촌 깍두기(10Kg/BOX),248 BOX,"5,947,650","3,732,727",166 BOX,"4,083,800","2,418,720",229 BOX,"5,557,740","3,329,094"
가공식품,김치/절임류,김치,김치(수입)기타,292764,농촌 백김치(10Kg/BOX),39 BOX,"728,760","589,136",25 BOX,"459,166","361,535",31 BOX,"574,506","447,686"
가공식품,김치/절임류,김치,김치(수입)기타,292765,농촌 총각김치(10Kg/BOX),8 BOX,"285,760","176,980",8 BOX,"308,640","203,447",14 BOX,"540,120","362,665"
가공식품,김치/절임류,김치,깍두기김치,196964,쉐프원 깍두기(일반_생 10Kg/BOX),,,,8 BOX,"366,880","241,105",,,
가공식품,김치/절임류,김치,깍두기김치,196981,쉐프원 깍두기(일반_숙성 10Kg/BOX),3 BOX,"122,840","93,735",11 BOX,"494,840","338,325",,,
가공식품,김치/절임류,김치,깍두기김치,197057,종가집 깍두기(생_2.5*2.5cm 10Kg/BOX),,,,4 BOX,"129,440","98,430",3 BOX,"96,960","71,887"
가공식품,김치/절임류,김치,깍두기김치,197123,종가집 깍두기(숙성_2.5*2.5cm 10Kg/BOX),19 BOX,"650,850","520,131",21 BOX,"685,100","524,701",26 BOX,"869,340","630,974"
가공식품,김치/절임류,김치,깍두기김치,197586,예소담 깍두기(초숙 10Kg/BOX),4 BOX,"194,320","113,573",2 BOX,"97,160","49,707",3 BOX,"137,160","74,560"
가공식품,김치/절임류,김치,깍두기김치,219229,진경 깍두기(생 10Kg/BOX),1 BOX,"38,370","28,517",,,,,,
가공식품,김치/절임류,김치,깍두기김치,219237,진경 깍두기(생 1Kg/EA),5 EA,"24,000","20,206",,,,,,
가공식품,김치/절임류,김치,깍두기김치,219238,진경 깍두기(숙성 1Kg/EA),,,,,,,1 EA,"4,800","4,041"
가공식품,김치/절임류,김치,깍두기김치,220542,이츠웰 깍두기(생_일반_모산 10Kg/BOX),7 BOX,"276,010","198,113",9 BOX,"326,310","234,206",10 BOX,"322,900","231,746"
가공식품,김치/절임류,김치,깍두기김치,220545,이츠웰 깍두기(숙성_일반_모산 10Kg/BOX),6 BOX,"194,210","138,416",9 BOX,"290,610","208,572",2 BOX,"64,580","46,349"
가공식품,김치/절임류,김치,깍두기김치,221128,김장독 깍두기(숙성_일반 10Kg/BOX),,,,,,,2 BOX,"49,620","36,000"
가공식품,김치/절임류,김치,깍두기김치,221292,김장독 깍두기(숙성_일반 1Kg/EA),,,,1 EA,"7,740","3,705",1 EA,"2,330","1,920"
가공식품,김치/절임류,김치,깍두기김치,221296,김장독 깍두기(생 1Kg/EA),20 EA,"94,000","81,709",,,,,,
가공식품,김치/절임류,김치,깍두기김치,225639,종가집 깍두기(2.2*2.2cm 5Kg/EA),1 EA,"20,460","14,400",2 EA,"42,160","27,393",3 EA,"63,240","40,415"
가공식품,김치/절임류,김치,깍두기김치,235096,예소담 깍두기(일반 약숙 10Kg/BOX),2 BOX,"66,210","50,773",7 BOX,"250,040","171,390",2 BOX,"62,280","45,397"
가공식품,김치/절임류,김치,깍두기김치,235262,예소담 깍두기(일반 초숙 10Kg/BOX),6 BOX,"237,000","168,146",1 BOX,"30,490","23,309",1 BOX,"39,500","24,674"
가공식품,김치/절임류,김치,깍두기김치,235263,예소담 깍두기(일반 적숙 10Kg/BOX),,,,3 BOX,"91,470","69,923",1 BOX,"30,490","23,308"
가공식품,김치/절임류,김치,깍두기김치,246488,김장독 미니깍두기(생_1.8*1.8cm 1Kg/EA),1 EA,"6,960","4,598",,,,11 EA,"38,720","28,518"
가공식품,김치/절임류,김치,깍두기김치,246491,김장독 미니깍두기(생_1.8*1.8cm 10Kg/BOX),14 BOX,"546,000","588,000",14 BOX,"686,000","588,000",14 BOX,"686,000","350,000"
가공식품,김치/절임류,김치,깍두기김치,267368,쉐프원 미니깍두기(일반_생 5Kg/BOX),5 BOX,"90,000","63,540",15 BOX,"337,500","215,055",13 BOX,"292,500","157,521"
가공식품,김치/절임류,김치,깍두기김치,267369,쉐프원 미니깍두기(일반_숙성 5Kg/BOX),6 BOX,"108,010","75,600",9 BOX,"202,500","129,033",9 BOX,"202,500","109,053"
가공식품,김치/절임류,김치,깍두기김치,324741,선농 미니깍두기(일반_1.5*1.5cm 10Kg/BOX),1 BOX,"40,530","25,469",8 BOX,"324,240","194,026",16 BOX,"648,480","388,053"
가공식품,김치/절임류,김치,깍두기김치,352786,예소담 깍두기(초숙 1Kg/EA),3 EA,"18,450","13,335",1 EA,"6,150","4,444",,,
가공식품,김치/절임류,김치,깍두기김치,352787,예소담 깍두기(약숙 1Kg/EA),,,,,,,1 EA,"6,150","4,199"
가공식품,김치/절임류,김치,깍두기김치,352789,예소담 깍두기(적숙 1Kg/EA),3 EA,"19,870","13,802",5 EA,"30,750","22,225",5 EA,"30,750","22,224"
가공식품,김치/절임류,김치,깍두기김치,359236,예소담 미니깍두기(약숙 5Kg/BOX),2 BOX,"49,420","35,812",3 BOX,"74,130","53,718",4 BOX,"98,840","71,624"
가공식품,김치/절임류,김치,깍두기김치,359249,예소담 깍두기(초숙_일반 1Kg/EA),,,,,,,2 EA,"11,160","7,780"
가공식품,김치/절임류,김치,깍두기김치,359251,예소담 깍두기(약숙_일반 1Kg/EA),2 EA,"9,200","8,240",,,,,,
가공식품,김치/절임류,김치,깍두기김치,359252,예소담 깍두기(적숙_일반 1Kg/EA),1 EA,"6,150","4,096",1 EA,"5,580","3,890",,,
가공식품,김치/절임류,김치,깍두기김치,359255,예소담 미니깍두기(초숙_일반 5Kg/BOX),51 BOX,"1,187,980","824,716",90 BOX,"2,035,590","1,427,360",73 BOX,"1,664,680","1,176,047"
가공식품,김치/절임류,김치,나박김치,352805,예소담 나박김치(적숙 1Kg/BOX),2 BOX,"12,300","8,065",,,,,,
가공식품,김치/절임류,김치,나박김치,359271,예소담 나박김치(약숙_일반 10Kg/BOX),3 BOX,"114,290","79,077",4 BOX,"137,160","98,994",3 BOX,"102,870","74,504"
가공식품,김치/절임류,김치,맛김치(국산),196980,쉐프원 맛김치(일반_숙성 10Kg/BOX),,,,1 BOX,"44,490","30,677",,,
가공식품,김치/절임류,김치,맛김치(국산),219214,진경 맛김치(숙성 5Kg/BOX),,,,,,,1 BOX,"29,640","17,870"
가공식품,김치/절임류,김치,맛김치(국산),219223,진경 맛김치(생_일반 1Kg/EA),2 EA,"10,880","7,971",,,,,,
가공식품,김치/절임류,김치,맛김치(국산),219226,진경 맛김치(숙성 1Kg/EA),4 EA,"30,960","18,652",6 EA,"44,000","26,530",3 EA,"21,390","12,902"
가공식품,김치/절임류,김치,맛김치(국산),221290,김장독 맛김치(숙성_일반 1Kg/EA),,,,,,,1 EA,"3,470","2,421"
가공식품,김치/절임류,김치,맛김치(국산),235080,예소담 맛김치(초숙 10Kg/BOX),1 BOX,"47,700","30,795",,,,4 BOX,"151,090","120,957"
가공식품,김치/절임류,김치,맛김치(국산),235081,예소담 맛김치(약숙 10Kg/BOX),,,,1 BOX,"45,730","32,526",,,
가공식품,김치/절임류,김치,맛김치(국산),235083,예소담 맛김치(적숙 10Kg/BOX),2 BOX,"81,860","61,401",3 BOX,"122,790","93,195",2 BOX,"81,860","62,116"
가공식품,김치/절임류,김치,맛김치(국산),235084,예소담 맛김치(초숙_일반 10Kg/BOX),,,,2 BOX,"71,900","54,322",,,
가공식품,김치/절임류,김치,맛김치(국산),235087,예소담 맛김치(적숙_일반 10Kg/BOX),5 BOX,"232,760","146,485",9 BOX,"425,030","258,447",4 BOX,"165,080","111,444"
가공식품,김치/절임류,김치,맛김치(국산),235092,예소담 맛김치(슬라이스 볶음밥용 1Kg/BOX),56 BOX,"369,020","275,304",87 BOX,"557,970","419,701",90 BOX,"572,180","433,922"
가공식품,김치/절임류,김치,맛김치(국산),235093,예소담 맛김치(일반_슬라이스 볶음밥용 1Kg/BOX),38 BOX,"282,930","176,495",41 BOX,"271,990","183,779",26 BOX,"166,900","116,111"
가공식품,김치/절임류,김치,맛김치(국산),288368,종가집 맛김치(1Kg/EA),10 EA,"87,000","56,824",6 EA,"52,200","33,991",3 EA,"26,100","16,908"
가공식품,김치/절임류,김치,맛김치(국산),338395,싱싱 맛김치(슬라이스 1Kg/BOX),7 BOX,"35,540","28,882",12 BOX,"60,000","49,750",30 BOX,"150,000","104,891"
가공식품,김치/절임류,김치,맛김치(국산),352784,예소담 맛김치(약숙 1Kg/EA),1 EA,"6,050","4,508",3 EA,"19,180","13,521",2 EA,"12,100","9,014"
가공식품,김치/절임류,김치,맛김치(국산),359233,예소담 맛김치(슬라이스 어린이용 3Kg/EA),,,,1 EA,"15,820","11,989",,,
가공식품,김치/절임류,김치,맛김치(국산),359245,예소담 맛김치(초숙_일반 1Kg/EA),18 EA,"122,910","82,236",7 EA,"48,300","31,325",7 EA,"48,300","31,324"
가공식품,김치/절임류,김치,맛김치(국산),359247,예소담 맛김치(약숙_일반 1Kg/EA),21 EA,"144,900","96,640",26 EA,"179,400","116,348",21 EA,"143,680","93,982"
가공식품,김치/절임류,김치,맛김치(국산),359248,예소담 맛김치(적숙_일반 1Kg/EA),,,,6 EA,"41,400","26,848",,,
가공식품,김치/절임류,김치,맛김치(국산),362082,종가집 맛김치(미니_50g*20입 1Kg/BOX),2 BOX,"26,600","18,000",,,,2 BOX,"28,800","19,385"
가공식품,김치/절임류,김치,맛김치(수입),110667,한결 맛김치(슬라이스 볶음밥용 10Kg/BOX),282 BOX,"5,625,540","3,933,193",395 BOX,"7,747,060","5,485,878",375 BOX,"7,294,640","5,130,954"
가공식품,김치/절임류,김치,맛김치(수입),179562,한결 맛김치(10Kg/BOX),57 BOX,"1,158,110","793,347",149 BOX,"2,962,880","2,041,384",148 BOX,"2,961,430","2,020,259"
가공식품,김치/절임류,김치,맛김치(수입),198029,농촌 맛김치(10Kg/BOX),199 BOX,"3,974,880","2,984,756",182 BOX,"3,565,660","2,607,025",184 BOX,"3,746,260","2,655,254"
가공식품,김치/절임류,김치,맛김치(수입),353861,한결 맛김치(동부권용 10Kg/BOX),,,,6 BOX,"107,520","73,884",1 BOX,"18,510","12,314"
가공식품,김치/절임류,김치,맛김치(수입),353863,한결 맛김치(동부권용 슬라이스 볶음밥용 10Kg/BOX),15 BOX,"308,850","203,674",17 BOX,"326,600","223,211",25 BOX,"470,700","332,553"
가공식품,김치/절임류,김치,맛김치(수입),369088,C농일미니맛(다진김치한경용 1.5*1.5 10Kg/BOX),419 BOX,"7,332,500","6,533,687",,,,,,
가공식품,김치/절임류,김치,맛김치(수입),372124,C절단김치(한경용 명진 10Kg/BOX),188 BOX,"3,290,000","2,897,611",741 BOX,"12,967,500","12,121,891",665 BOX,"11,637,500","10,810,733"
가공식품,김치/절임류,김치,백김치,197502,종가집 백김치(5Kg/BOX),1 BOX,"23,280","18,353",2 BOX,"52,210","36,706",2 BOX,"49,620","36,706"
가공식품,김치/절임류,김치,백김치,197504,종가집 백김치(숙성 5Kg/BOX),,,,,,,1 BOX,"28,930","19,799"
가공식품,김치/절임류,김치,백김치,221304,김장독 백김치(1Kg/EA),,,,,,,1 EA,"7,270","3,414"
가공식품,김치/절임류,김치,백김치,235110,예소담 백김치(약숙 10Kg/BOX),1 BOX,"38,610","30,700",,,,,,
가공식품,김치/절임류,김치,백김치,291926,선농 백김치(약숙 10Kg/BOX),1 BOX,"41,100","31,536",3 BOX,"135,400","99,323",,,
가공식품,김치/절임류,김치,백김치,291929,선농 백김치(적숙 10Kg/BOX),,,,,,,8 BOX,"377,200","264,890"
가공식품,김치/절임류,김치,백김치,331286,백김치(육감만족용 10Kg/BOX),759 BOX,"18,501,500","16,373,832",800 BOX,"19,505,000","17,261,930",710 BOX,"17,309,500","14,799,630"
가공식품,김치/절임류,김치,백김치,352800,예소담 백김치(적숙 1Kg/EA),,,,,,,1 EA,"6,580","4,836"
가공식품,김치/절임류,김치,석박지,219219,진경 석박지(생_일반 1Kg/EA),2 EA,"10,820","8,934",,,,,,
가공식품,김치/절임류,김치,석박지,221130,김장독 석박지(숙성_일반 10Kg/BOX),,,,6 BOX,"304,320","213,000",2 BOX,"52,860","37,000"
가공식품,김치/절임류,김치,석박지,235098,예소담 석박지(약숙 1Kg/BOX),,,,,,,1 BOX,"5,860","4,621"
가공식품,김치/절임류,김치,석박지,235101,예소담 석박지(약숙 10Kg/BOX),,,,22 BOX,"1,005,726","584,107",8 BOX,"365,760","212,402"
가공식품,김치/절임류,김치,석박지,235267,예소담 석박지(적숙 10Kg/BOX),,,,2 BOX,"88,580","53,118",,,
가공식품,김치/절임류,김치,석박지,236030,종가집 석박지(완숙 5Kg/BOX),,,,1 BOX,"19,860","13,304",1 BOX,"19,860","13,304"
가공식품,김치/절임류,김치,석박지,359258,예소담 석박지(초숙_일반 10Kg/BOX),,,,10 BOX,"400,000","244,922",,,
가공식품,김치/절임류,김치,석박지,359260,예소담 석박지(적숙_일반 10Kg/BOX),,,,,,,1 BOX,"40,000","26,092"
가공식품,김치/절임류,김치,열무김치,223120,김장독 열무김치(숙성_일반 1Kg/EA),6 EA,"33,300","27,465",12 EA,"66,600","54,930",1 EA,"5,550","4,078"
가공식품,김치/절임류,김치,열무김치,223122,김장독 열무김치(숙성 1Kg/EA),14 EA,"75,600","69,770",12 EA,"71,280","59,246",6 EA,"31,920","26,899"
가공식품,김치/절임류,김치,열무김치,246260,예소담 열무김치(약숙 2Kg/BOX),57 BOX,"816,600","613,327",73 BOX,"1,045,400","784,711",69 BOX,"987,000","742,361"
가공식품,김치/절임류,김치,열무김치,270029,종가집 열무김치(숙성 5Kg/BOX),22 BOX,"514,020","409,278",31 BOX,"718,540","578,092",39 BOX,"918,500","725,992"
가공식품,김치/절임류,김치,열무김치,339647,진경 열무김치(5Kg/BOX),7 BOX,"182,000","163,660",6 BOX,"168,000","140,879",7 BOX,"196,000","164,360"
가공식품,김치/절임류,김치,열무김치,356147,예소담 열무물김치(5Kg/BOX),2 BOX,"51,440","37,870",,,,,,
가공식품,김치/절임류,김치,열무김치,356148,예소담 열무물김치(10Kg/BOX),,,,1 BOX,"50,000","34,210",,,
가공식품,김치/절임류,김치,열무김치,360395,예소담 열무김치(약숙 1.5Kg/EA),8 EA,"93,760","62,608",8 EA,"102,860","63,062",1 EA,"11,720","8,119"
가공식품,김치/절임류,김치,총각김치,197125,종가집 총각김치(숙성 10Kg/EA),6 EA,"304,100","208,980",5 EA,"258,960","174,150",3 EA,"147,380","104,490"
가공식품,김치/절임류,김치,총각김치,235103,예소담 총각김치(약숙 1Kg/BOX),,,,1 BOX,"8,270","5,444",2 BOX,"14,580","10,279"
가공식품,김치/절임류,김치,총각김치,235104,예소담 총각김치(약숙 5Kg/BOX),3 BOX,"98,580","67,297",,,,,,
가공식품,김치/절임류,김치,총각김치,235259,예소담 총각김치(초숙 1Kg/BOX),,,,3 BOX,"19,590","15,953",,,
가공식품,김치/절임류,김치,총각김치,235260,예소담 총각김치(적숙 1Kg/BOX),2 BOX,"13,020","10,455",,,,,,
가공식품,김치/절임류,김치,총각김치,235270,예소담 총각김치(초숙 10Kg/BOX),1 BOX,"57,150","39,012",1 BOX,"57,150","39,012",,,
가공식품,김치/절임류,김치,총각김치,236034,종가집 총각김치(숙성 5Kg/BOX),,,,1 BOX,"22,420","17,460",1 BOX,"25,720","18,232"
가공식품,김치/절임류,김치,포기김치(국산),105927,CJ제일제당 포기김치(씨제이나눔재단 지함 그룹김장봉사용 10Kg/BOX),,,,,,,1 BOX,"368,200","346,108"
가공식품,김치/절임류,김치,포기김치(국산),197054,종가집 포기김치(생 10Kg/BOX),13 BOX,"704,340","514,774",5 BOX,"248,880","169,348",9 BOX,"449,280","267,421"
가공식품,김치/절임류,김치,포기김치(국산),197120,종가집 포기김치(숙성 10Kg/BOX),3 BOX,"196,040","124,695",2 BOX,"94,330","66,542",5 BOX,"277,190","159,491"
가공식품,김치/절임류,김치,포기김치(국산),212432,포기김치(한울프랜차이즈용 NEW 찌개용 10Kg/BOX),2 BOX,"62,000","54,560",,,,,,
가공식품,김치/절임류,김치,포기김치(국산),217789,김장독 포기김치(생 10Kg/BOX),,,,,,,4 BOX,"187,080","120,000"
가공식품,김치/절임류,김치,포기김치(국산),219127,진경 포기김치(생 10Kg/BOX),6 BOX,"339,480","273,559",6 BOX,"309,300","249,252",8 BOX,"352,040","283,696"
가공식품,김치/절임류,김치,포기김치(국산),219128,진경 포기김치(숙성 10Kg/BOX),,,,,,,1 BOX,"57,680","35,162"
가공식품,김치/절임류,김치,포기김치(국산),219204,진경 포기김치(숙성_일반 1Kg/EA),2 EA,"16,160","9,572",,,,,,
가공식품,김치/절임류,김치,포기김치(국산),220330,이츠웰 포기김치(생_일반_모산 10Kg/BOX),1 BOX,"43,970","29,861",,,,,,
가공식품,김치/절임류,김치,포기김치(국산),220543,이츠웰 포기김치(숙성_일반_모산 10Kg/BOX),3 BOX,"125,130","86,073",4 BOX,"155,480","111,614",2 BOX,"69,280","52,469"
가공식품,김치/절임류,김치,포기김치(국산),221125,김장독 포기김치(생_일반 10Kg/BOX),3 BOX,"182,370","117,000",,,,,,
가공식품,김치/절임류,김치,포기김치(국산),229770,종가집 포기김치(숙성 5Kg/BOX),,,,,,,1 BOX,"30,700","17,223"
가공식품,김치/절임류,김치,포기김치(국산),231156,종가집 포기김치(중숙 10Kg/BOX),,,,,,,2 BOX,"112,480","61,618"
가공식품,김치/절임류,김치,포기김치(국산),235072,예소담 포기김치(초숙 10Kg/BOX),5 BOX,"220,890","161,657",10 BOX,"404,120","317,273",3 BOX,"123,720","95,182"
가공식품,김치/절임류,김치,포기김치(국산),235076,예소담 포기김치(초숙_일반 10Kg/BOX),20 BOX,"854,490","602,377",25 BOX,"911,820","716,173",6 BOX,"221,760","171,892"
가공식품,김치/절임류,김치,포기김치(국산),235077,예소담 포기김치(약숙_일반 10Kg/BOX),21 BOX,"952,290","662,021",3 BOX,"112,140","85,945",2 BOX,"74,760","57,296"
가공식품,김치/절임류,김치,포기김치(국산),235078,예소담 포기김치(적숙_일반 10Kg/BOX),9 BOX,"488,680","295,791",12 BOX,"548,490","371,082",8 BOX,"369,970","247,643"
가공식품,김치/절임류,김치,포기김치(국산),240069,종가집 포기김치(생 5Kg/BOX),,,,1 BOX,"30,700","18,416",,,
가공식품,김치/절임류,김치,포기김치(국산),261137,비비고 포기배추김치(3.3Kg/EA),2 EA,"59,460","33,864",,,,,,
가공식품,김치/절임류,김치,포기김치(국산),338372,싱싱 포기김치(적숙_일반 10Kg/BOX),,,,1 BOX,"37,160","27,364",,,
가공식품,김치/절임류,김치,포기김치(국산),352777,예소담 포기김치(초숙 1Kg/EA),8 EA,"51,730","39,670",9 EA,"55,290","44,077",4 EA,"24,600","19,590"
가공식품,김치/절임류,김치,포기김치(국산),359667,하선정 시원한포기김치(생 10Kg/BOX),,,,,,,1 BOX,"42,060","32,339"
가공식품,김치/절임류,김치,포기김치(국산),373142,포기김치(한울프랜차이즈용 NEW 찌개용 10Kg/BOX),252 BOX,"9,576,000","8,426,880",255 BOX,"9,690,000","8,333,400",224 BOX,"8,512,000","7,320,321"
가공식품,김치/절임류,김치,포기김치(국산),378725,TB포기김치(타베코리아용 10Kg/BOX),,,,,,,"4,254 BOX","213,082,860","196,478,555"
가공식품,김치/절임류,김치,포기김치(국산),379839,TB포기김치(타베코리아용 5Kg/BOX),,,,,,,286 BOX,"7,722,000","7,065,642"
가공식품,김치/절임류,김치,포기김치(수입),113530,새론푸드 포기김치(10Kg/BOX),1 BOX,"663,000","623,220",1 BOX,"234,000","219,960",,,
가공식품,김치/절임류,김치,포기김치(수입),198030,농촌 포기김치(10Kg/BOX),175 BOX,"3,489,010","2,596,755",100 BOX,"2,102,500","1,433,819",104 BOX,"2,267,340","1,490,149"
가공식품,김치/절임류,김치,포기김치(수입),212187,한결 포기김치(10Kg/BOX),327 BOX,"5,979,687","4,603,235",280 BOX,"5,065,100","3,832,002",280 BOX,"5,152,230","3,750,301"
가공식품,김치/절임류,김치,포기김치(수입),353859,한결 포기김치(동부권용 10Kg/BOX),48 BOX,"971,180","640,693",65 BOX,"1,300,290","817,776",58 BOX,"1,217,680","738,656"
가공식품,김치/절임류,김치,포기김치(수입),360113,김치(행복한찜닭용 NEW 10Kg/BOX),10 BOX,"170,000","156,400",12 BOX,"204,000","187,680",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362130,한영 통단무지(압축 1Kg/EA),2 EA,"9,750","6,875",,,,,,
가공식품,김치/절임류,절임식품/반찬,단무지,362131,한영 단무지(압축_슬라이스 1Kg/PAC),94 PAC,"479,300","319,104",95 PAC,"488,560","346,821",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362136,이츠웰 단무지(NEW 김밥용 3Kg/EA),133 EA,"873,750","661,585",113 EA,"736,580","563,043",120 EA,"778,080","593,959"
가공식품,김치/절임류,절임식품/반찬,단무지,362137,이츠웰 단무지(NEW_반달 3Kg/EA),797 EA,"4,760,050","3,636,552",864 EA,"5,251,570","3,967,168",755 EA,"4,540,230","3,476,898"
가공식품,김치/절임류,절임식품/반찬,단무지,362138,이츠웰 단무지(NEW_스틱 양식용 3Kg/EA),53 EA,"359,820","270,858",60 EA,"408,650","306,128",19 EA,"123,610","96,601"
가공식품,김치/절임류,절임식품/반찬,단무지,362139,이츠웰 단무지(NEW_온달 3Kg/EA),,,,1 EA,"5,420","4,425",,,
가공식품,김치/절임류,절임식품/반찬,단무지,362141,이츠웰 단무지(4무첨가_반달형 3Kg/EA),16 EA,"139,040","91,555",25 EA,"217,250","143,750",5 EA,"43,450","28,611"
가공식품,김치/절임류,절임식품/반찬,단무지,362149,이엔푸드 압축치자단무지(슬라이스 1Kg/EA),266 EA,"1,653,650","1,273,599",360 EA,"2,322,150","1,818,536",363 EA,"2,349,070","1,776,532"
