Category1,Category2,Category3,Category4,Code,Name,SKU1,매출1,원가1,SKU2,매출2,원가2,SKU3,매출3,원가3
가공식품,조미식품,소스/양념/드레싱,양식소스,378757,TB과카몰리소스(타베코리아용 1Kg/EA),,,,,,,131 EA,"2,489,000","2,277,435"
가공식품,조미식품,소스/양념/드레싱,양식소스,378758,TB라구소스(타베코리아용 2Kg/EA),,,,,,,67 EA,"1,775,500","1,624,584"
가공식품,조미식품,소스/양념/드레싱,양식소스,378760,TB로제소스(타베코리아용 2Kg/EA),,,,,,,675 EA,"11,245,500","10,289,636"
가공식품,조미식품,소스/양념/드레싱,양식소스,378761,TB로제파스타소스(타베코리아용 2Kg/EA),,,,,,,62 EA,"1,183,580","1,082,974"
가공식품,조미식품,소스/양념/드레싱,양식소스,378763,TB마라토마토소스(타베코리아용 2Kg/EA),,,,,,,76 EA,"1,393,840","1,275,361"
가공식품,조미식품,소스/양념/드레싱,양식소스,378767,TB바베큐소스(타베코리아용 1Kg/EA),,,,,,,362 EA,"6,910,580","6,323,181"
가공식품,조미식품,소스/양념/드레싱,양식소스,378768,TB브라바소스(타베코리아용 1Kg/EA),,,,,,,269 EA,"5,258,950","4,811,940"
가공식품,조미식품,소스/양념/드레싱,양식소스,378777,TB치폴레소스(타베코리아용 1Kg/EA),,,,,,,24 EA,"483,510","442,412"
가공식품,조미식품,소스/양념/드레싱,양식소스,378780,TB칠리소스(타베코리아용 2Kg/EA),,,,,,,577 EA,"6,554,720","5,997,568"
가공식품,조미식품,소스/양념/드레싱,양식소스,378804,TB갈릭마요소스(타베코리아용 2Kg/EA),,,,,,,189 EA,"2,268,000","2,075,220"
가공식품,조미식품,소스/양념/드레싱,양식소스,378820,TB토마토소스(타베코리아용 2Kg/EA),,,,,,,265 EA,"4,216,150","3,857,777"
가공식품,조미식품,소스/양념/드레싱,양식소스,378821,TB피자소스(타베코리아용 2Kg/EA),,,,,,,164 EA,"3,006,120","2,750,603"
가공식품,조미식품,소스/양념/드레싱,양식소스,378823,TB핫바베큐소스(타베코리아용 2Kg/EA),,,,,,,295 EA,"4,130,000","3,778,950"
가공식품,조미식품,소스/양념/드레싱,양식소스,378952,TB아란치니/비프토마토(타베코리아용 1Kg/EA),,,,,,,40 EA,"503,600","452,695"
가공식품,조미식품,소스/양념/드레싱,양식소스,379115,TB허니갈릭소스(타베코리아용 2Kg/EA),,,,,,,327 EA,"4,371,990","4,000,375"
가공식품,조미식품,소스/양념/드레싱,양식소스,379233,백설 토마토라구파스타소스(375g/EA),,,,,,,2 EA,"10,540","8,325"
가공식품,조미식품,소스/양념/드레싱,양식소스,379234,백설 트러플크림파스타소스(355g/EA),,,,,,,2 EA,"10,540","8,325"
가공식품,조미식품,소스/양념/드레싱,양식소스,379296,쉐프원 스파게티미트소스(한경용 NEW 2Kg/EA),,,,9 EA,"94,500","78,525",800 EA,"8,432,940","6,981,647"
가공식품,조미식품,소스/양념/드레싱,양식소스,379666,선인 바질페스토(날쌘카페용 500g/EA),,,,,,,7 EA,"71,400","62,973"
가공식품,조미식품,소스/양념/드레싱,양식소스,379787,크림떡볶이분말(떡슐랭용 2Kg/EA),,,,,,,13 EA,"234,000","203,580"
가공식품,조미식품,소스/양념/드레싱,일식소스,107290,롯데푸드 마일드데리야끼소스(2Kg/EA),19 EA,"190,080","133,020",13 EA,"133,820","91,752",13 EA,"134,380","92,345"
가공식품,조미식품,소스/양념/드레싱,일식소스,107358,청수 우동소스(1.8Kg/EA),651 EA,"4,947,230","3,851,620",567 EA,"4,295,780","3,372,879",691 EA,"5,322,580","4,097,697"
가공식품,조미식품,소스/양념/드레싱,일식소스,107436,대상 데리야끼소스(3.5Kg/EA),,,,,,,1 EA,"16,540","11,902"
가공식품,조미식품,소스/양념/드레싱,일식소스,109127,평강푸드 라면소스(육회공작소용 2Kg/EA),21 EA,"367,500","330,750",19 EA,"332,500","299,250",17 EA,"297,500","267,750"
가공식품,조미식품,소스/양념/드레싱,일식소스,111719,농심 우동소스(국물용 2.32Kg/EA),15 EA,"171,900","149,460",20 EA,"229,200","199,280",2 EA,"25,100","19,928"
가공식품,조미식품,소스/양념/드레싱,일식소스,113920,면사랑 오뎅육수(1.8Kg/EA),61 EA,"390,020","296,396",35 EA,"221,740","169,895",29 EA,"194,670","143,090"
가공식품,조미식품,소스/양념/드레싱,일식소스,114478,한국에스비 모밀소바소스(5배농축 1.1Kg/EA),78 EA,"321,080","242,368",61 EA,"251,960","189,583",45 EA,"202,950","141,384"
가공식품,조미식품,소스/양념/드레싱,일식소스,115046,면사랑 가쓰오우동소스(1.8L 1.8Kg/EA),486 EA,"4,080,230","3,101,964",527 EA,"4,398,170","3,383,916",515 EA,"4,280,980","3,293,180"
가공식품,조미식품,소스/양념/드레싱,일식소스,115060,모노링크 야끼소바소스(2.2Kg/EA),12 EA,"109,810","91,017",15 EA,"147,820","115,578",15 EA,"148,530","114,861"
가공식품,조미식품,소스/양념/드레싱,일식소스,116796,선도 사누끼쯔유(1.8L 1.8Kg/EA),54 EA,"741,020","578,278",61 EA,"840,900","653,182",165 EA,"2,602,410","1,809,171"
가공식품,조미식품,소스/양념/드레싱,일식소스,116797,선도 오뎅쯔유(1.8L 1.8Kg/EA),21 EA,"244,640","187,681",11 EA,"137,700","98,619",21 EA,"293,300","218,034"
가공식품,조미식품,소스/양념/드레싱,일식소스,118216,원샷 데리야끼소스(1.8Kg/EA),9 EA,"196,700","155,162",10 EA,"221,200","174,338",9 EA,"196,700","155,162"
가공식품,조미식품,소스/양념/드레싱,일식소스,119150,아지츠케 유자폰즈소스(1.8Kg/EA),7 EA,"150,160","115,651",4 EA,"90,460","66,148",2 EA,"42,360","32,803"
가공식품,조미식품,소스/양념/드레싱,일식소스,121838,오뚜기 데리야끼소스(2Kg/EA),6 EA,"41,810","32,950",4 EA,"27,840","22,036",5 EA,"32,350","27,752"
가공식품,조미식품,소스/양념/드레싱,일식소스,122142,모노링크 라면스프(돈코츠 1.8Kg/EA),12 EA,"319,980","246,994",13 EA,"313,160","268,434",7 EA,"204,560","145,211"
가공식품,조미식품,소스/양념/드레싱,일식소스,122486,롯데푸드 데리야끼소스(2Kg/EA),2 EA,"27,300","12,759",3 EA,"38,200","19,135",6 EA,"78,450","39,686"
가공식품,조미식품,소스/양념/드레싱,일식소스,124793,면사랑 가쓰오우동장국(프리미엄 1.8L 1.8Kg/EA),89 EA,"1,175,660","970,784",102 EA,"1,414,900","1,135,414",113 EA,"1,662,310","1,267,480"
가공식품,조미식품,소스/양념/드레싱,일식소스,126450,이엔푸드 초밥소스(1.8L_초대리 1.8Kg/EA),33 EA,"240,970","180,637",29 EA,"218,490","157,949",36 EA,"239,000","194,766"
가공식품,조미식품,소스/양념/드레싱,일식소스,127276,나가사끼짬뽕소스(마싯는끼니용 2Kg/EA),171 EA,"4,531,500","4,033,035",182 EA,"4,805,849","4,277,206",137 EA,"3,630,500","3,231,145"
가공식품,조미식품,소스/양념/드레싱,일식소스,128459,오뚜기 데리야끼소스C(2Kg/EA),"1,447 EA","10,663,720","6,144,311","1,348 EA","9,897,280","6,067,701","1,386 EA","10,087,510","6,275,482"
가공식품,조미식품,소스/양념/드레싱,일식소스,128871,모노링크 나가사끼짬뽕소스(1.8L 1.8Kg/EA),101 EA,"2,057,410","1,667,927",66 EA,"1,377,160","1,073,607",287 EA,"6,132,590","4,710,639"
가공식품,조미식품,소스/양념/드레싱,일식소스,131075,이엔푸드 쯔유(1.8L 1.8Kg/EA),2 EA,"20,500","17,421",4 EA,"42,000","35,880",4 EA,"43,630","35,942"
가공식품,조미식품,소스/양념/드레싱,일식소스,131203,돈부리소스1(마싯는끼니용 2Kg/EA),290 EA,"3,915,000","3,484,350",321 EA,"4,324,763","3,849,039",259 EA,"3,496,500","3,119,585"
가공식품,조미식품,소스/양념/드레싱,일식소스,133819,진돈코츠소스(마싯는끼니용 2Kg/EA),129 EA,"3,031,500","2,698,034",127 EA,"2,984,500","2,656,205",108 EA,"2,538,000","2,258,820"
가공식품,조미식품,소스/양념/드레싱,일식소스,133858,샘표 가쓰오국시장국(350ml 350g/EA),2 EA,"8,160","6,292",2 EA,"7,340","5,844",3 EA,"12,240","9,438"
가공식품,조미식품,소스/양념/드레싱,일식소스,137762,이츠웰 마늘데리야끼소스(NEW 2Kg/EA),152 EA,"1,315,120","937,542",144 EA,"1,244,710","882,795",164 EA,"1,430,300","1,005,391"
가공식품,조미식품,소스/양념/드레싱,일식소스,144686,후드원 나가사끼짬뽕소스(캔즈용 2Kg/EA),27 EA,"505,000","449,450",29 EA,"542,600","482,914",24 EA,"448,600","399,254"
가공식품,조미식품,소스/양념/드레싱,일식소스,145358,조리쿡 육수원액스프(마루샤브용 550g/EA),420 EA,"2,227,200","1,974,001",660 EA,"3,509,600","3,102,000",480 EA,"2,590,400","2,256,000"
가공식품,조미식품,소스/양념/드레싱,일식소스,145426,면사랑 메밀장(1.8L 1.8Kg/EA),30 EA,"450,000","411,322",28 EA,"418,670","380,461",23 EA,"351,900","315,517"
가공식품,조미식품,소스/양념/드레싱,일식소스,145652,기꼬망 혼쯔유(1L 1Kg/EA),17 EA,"190,700","153,675",1 EA,"11,780","9,053",4 EA,"47,800","37,813"
가공식품,조미식품,소스/양념/드레싱,일식소스,146142,이엔푸드 타코야끼소스(1.8L 1.8Kg/EA),16 EA,"167,740","117,223",10 EA,"102,660","73,051",12 EA,"128,080","88,599"
가공식품,조미식품,소스/양념/드레싱,일식소스,146144,이엔푸드 모밀소바(1.8L 1.8Kg/EA),55 EA,"579,150","444,489",42 EA,"442,260","340,193",52 EA,"549,180","417,201"
가공식품,조미식품,소스/양념/드레싱,일식소스,148369,이엔푸드 돈부리노타레(1.8Kg/EA),6 EA,"69,110","42,418",4 EA,"45,180","28,165",6 EA,"69,110","42,419"
가공식품,조미식품,소스/양념/드레싱,일식소스,151248,이엔푸드 오꼬노미소스(1.8L 1.8Kg/EA),,,,1 EA,"12,160","7,316",1 EA,"16,660","7,419"
가공식품,조미식품,소스/양념/드레싱,일식소스,152686,오타후쿠 카바야끼타레(장어소스 2.2Kg/EA),37 EA,"646,320","582,726",32 EA,"553,770","504,186",27 EA,"487,310","434,700"
가공식품,조미식품,소스/양념/드레싱,일식소스,156732,면사랑 돈코츠라면소스(2Kg/EA),,,,1 EA,"32,410","22,654",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,160517,모노링크 간사이오뎅다시UP(1.8Kg/EA),18 EA,"269,820","196,932",16 EA,"260,420","173,141",29 EA,"454,500","329,473"
가공식품,조미식품,소스/양념/드레싱,일식소스,161573,백설 데리야끼소스(325g/EA),19 EA,"67,990","53,054",6 EA,"21,780","16,961",2 EA,"7,260","5,653"
가공식품,조미식품,소스/양념/드레싱,일식소스,163406,평강 매운데리야끼소스(2Kg/EA),110 EA,"958,590","736,059",138 EA,"1,128,440","921,958",122 EA,"996,740","815,279"
가공식품,조미식품,소스/양념/드레싱,일식소스,164261,오쉐프 매운데리야끼소스(2Kg/EA),10 EA,"58,840","42,159",17 EA,"104,270","72,254",19 EA,"115,220","81,249"
가공식품,조미식품,소스/양념/드레싱,일식소스,165127,와후 카레(액상_매운맛 1Kg/EA),4 EA,"29,850","22,344",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,166562,평강 초대리(2Kg/EA),8 EA,"59,760","48,036",1 EA,"7,470","5,958",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,168701,평강 야끼니꾸타래(육회공작소용 2Kg/EA),83 EA,"705,500","634,950",90 EA,"765,000","688,500",82 EA,"697,000","627,300"
가공식품,조미식품,소스/양념/드레싱,일식소스,169381,와후 카레(액상_순한맛 1Kg/EA),133 EA,"901,740","736,889",214 EA,"1,450,680","1,186,084",172 EA,"1,166,100","954,198"
가공식품,조미식품,소스/양념/드레싱,일식소스,172172,미소스프(후쿠오카함바그용 1Kg/EA),103 EA,"1,225,700","1,103,130",141 EA,"1,677,900","1,510,110",110 EA,"1,309,000","1,178,100"
가공식품,조미식품,소스/양념/드레싱,일식소스,172337,니혼스켄 나가사끼짬뽕소스(2Kg/EA),8 EA,"212,000","175,186",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,178012,데미그라스소스(푸드리퍼블릭용 New 2Kg/EA),248 EA,"3,323,200","2,990,880",356 EA,"4,770,400","4,293,360",247 EA,"3,309,800","2,978,820"
가공식품,조미식품,소스/양념/드레싱,일식소스,178718,푸른식품 우동액상다시(2Kg/EA),2 EA,"15,860","8,265",17 EA,"93,940","66,761",20 EA,"105,720","77,527"
가공식품,조미식품,소스/양념/드레싱,일식소스,178720,푸른식품 오뎅액상다시(2Kg/EA),42 EA,"205,800","171,788",50 EA,"245,000","204,501",33 EA,"163,820","135,452"
가공식품,조미식품,소스/양념/드레싱,일식소스,182011,훗카이도 미소라멘스프(1Kg/EA),,,,1 EA,"13,220","9,870",1 EA,"13,220","9,870"
가공식품,조미식품,소스/양념/드레싱,일식소스,182016,가토코 나가사끼짬뽕소스(1Kg/EA),1 EA,"21,170","12,933",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,182019,가토코 돈코츠라멘스프(1Kg/EA),1 EA,"15,460","11,461",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,182021,가토코 돈부리소스(2Kg/EA),,,,,,,1 EA,"18,950","14,306"
가공식품,조미식품,소스/양념/드레싱,일식소스,195743,맥쓰데리야끼소스(맥쓰용 2Kg/EA),30 EA,"402,000","355,977",29 EA,"388,600","345,156",19 EA,"254,600","226,525"
가공식품,조미식품,소스/양념/드레싱,일식소스,197484,청수 오뎅다시(1.8Kg/EA),3 EA,"23,930","18,686",5 EA,"41,320","30,532",8 EA,"68,560","50,430"
가공식품,조미식품,소스/양념/드레싱,일식소스,198660,모노링크 우동쯔유(간사이 1.8Kg/EA),131 EA,"2,315,910","1,795,688",144 EA,"2,549,530","1,975,247",120 EA,"2,128,450","1,652,543"
가공식품,조미식품,소스/양념/드레싱,일식소스,198662,모노링크 남방즈께소스(1.8Kg/EA),7 EA,"92,440","66,007",4 EA,"51,600","36,647",6 EA,"79,540","56,573"
가공식품,조미식품,소스/양념/드레싱,일식소스,203478,야마끼 멘쯔유(1.8L 1.8Kg/EA),17 EA,"329,960","247,342",12 EA,"216,600","172,360",13 EA,"232,800","185,582"
가공식품,조미식품,소스/양념/드레싱,일식소스,225500,규카츠간장소스(고베규카츠용 2Kg/EA),104 EA,"753,900","662,959",127 EA,"928,200","816,280",113 EA,"822,300","723,128"
가공식품,조미식품,소스/양념/드레싱,일식소스,228073,카레소스(부엉이돈까스용 2Kg/EA),42 EA,"885,780","823,470",58 EA,"1,223,220","1,137,530",42 EA,"885,780","823,773"
가공식품,조미식품,소스/양념/드레싱,일식소스,228125,아리아케 가쯔오쯔유(1.8Kg/EA),5 EA,"131,500","84,892",7 EA,"184,130","118,136",4 EA,"136,190","78,031"
가공식품,조미식품,소스/양념/드레싱,일식소스,239200,이츠웰 데리야끼소스(PET_2017년리뉴얼 2.2Kg/EA),18 EA,"128,620","78,380",14 EA,"95,480","60,816",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,242533,모노링크 와후카레(중간맛 180g/EA),12 EA,"21,960","15,973",,,,15 EA,"27,450","19,967"
가공식품,조미식품,소스/양념/드레싱,일식소스,243618,초대리소스(스시웨이용 10Kg/EA),9 EA,"220,500","197,550",11 EA,"302,500","272,250",6 EA,"165,000","148,500"
가공식품,조미식품,소스/양념/드레싱,일식소스,243619,우동다시(스시웨이용 1.8Kg/EA),145 EA,"1,522,500","1,355,750",63 EA,"888,300","787,500",36 EA,"507,600","450,000"
가공식품,조미식품,소스/양념/드레싱,일식소스,249878,정담메밀국수용소스(육감만족용 2Kg/EA),"1,272 EA","16,586,880","14,678,769","1,710 EA","22,298,400","19,734,010","1,134 EA","14,946,120","12,921,984"
가공식품,조미식품,소스/양념/드레싱,일식소스,250061,우동쯔유K(부엉이돈까스용 2Kg/EA),229 EA,"5,976,900","5,558,517",246 EA,"6,420,600","5,971,158",218 EA,"5,689,800","5,291,514"
가공식품,조미식품,소스/양념/드레싱,일식소스,250065,메밀소바농축액(부엉이돈까스용 2Kg/EA),75 EA,"1,485,000","1,381,050",63 EA,"1,247,400","1,160,082",68 EA,"1,346,400","1,252,152"
가공식품,조미식품,소스/양념/드레싱,일식소스,250066,나가사끼소스(부엉이돈까스용 2Kg/EA),14 EA,"322,000","293,480",9 EA,"207,000","192,510",9 EA,"207,000","192,510"
가공식품,조미식품,소스/양념/드레싱,일식소스,251969,카레소스(부엉이돈까스고베용 2Kg/EA),243 EA,"4,131,000","3,841,830",248 EA,"4,216,000","3,920,880",266 EA,"4,522,000","4,205,460"
가공식품,조미식품,소스/양념/드레싱,일식소스,252584,카레소스(마싯는끼니용 3Kg/EA),129 EA,"2,709,000","2,411,010",83 EA,"1,729,408","1,539,173",112 EA,"2,352,000","2,093,280"
가공식품,조미식품,소스/양념/드레싱,일식소스,253620,야끼소바소스(부엉이돈까스용 2Kg/EA),17 EA,"363,800","338,334",20 EA,"428,000","398,040",20 EA,"428,000","398,040"
가공식품,조미식품,소스/양념/드레싱,일식소스,256402,이츠웰 와사비마요소스(2Kg/EA),19 EA,"226,620","174,142",18 EA,"216,280","166,917",18 EA,"218,880","164,681"
가공식품,조미식품,소스/양념/드레싱,일식소스,259777,천일식품 가쓰오우동소스(1.8L 1.8Kg/EA),15 EA,"214,200","134,313",10 EA,"140,250","90,204",17 EA,"243,780","153,434"
가공식품,조미식품,소스/양념/드레싱,일식소스,260794,천일식품 가쓰오메밀소스(1.8L 2.1Kg/EA),2 EA,"28,880","20,998",3 EA,"43,320","31,495",2 EA,"28,880","20,997"
가공식품,조미식품,소스/양념/드레싱,일식소스,261856,면사랑 가쓰오냉메밀장국(300g*5입 1.5Kg/EA),268 EA,"875,820","621,483",198 EA,"648,820","459,844",226 EA,"736,550","528,117"
가공식품,조미식품,소스/양념/드레싱,일식소스,263382,이츠웰 나가사끼짬뽕소스(2Kg/EA),1 EA,"12,500","8,980",2 EA,"26,650","18,231",10 EA,"162,300","95,160"
가공식품,조미식품,소스/양념/드레싱,일식소스,266041,유타카 우동쯔유(1.8L 1.8Kg/EA),,,,,,,1 EA,"24,370","17,968"
가공식품,조미식품,소스/양념/드레싱,일식소스,269898,미즈칸 쯔유(1.8Kg/EA),2 EA,"28,160","21,581",3 EA,"42,240","32,055",3 EA,"42,240","30,515"
가공식품,조미식품,소스/양념/드레싱,일식소스,282108,이츠웰 우동소스(실속 1.8L_리뉴얼_PET 2Kg/EA),159 EA,"1,070,680","590,940",152 EA,"976,680","566,230",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,282109,이츠웰 메밀소바소스(PET 2.22Kg/EA),6 EA,"47,760","36,011",11 EA,"86,930","65,990",16 EA,"126,730","95,291"
가공식품,조미식품,소스/양념/드레싱,일식소스,282110,이츠웰 가쓰오우동소스(리뉴얼_PET 2.3Kg/EA),334 EA,"3,515,530","2,543,832",403 EA,"4,360,000","3,194,613",340 EA,"3,626,110","2,683,745"
가공식품,조미식품,소스/양념/드레싱,일식소스,285914,오타후쿠 오꼬노미소스(300g/EA),1 EA,"3,670","2,946",,,,1 EA,"4,080","2,907"
가공식품,조미식품,소스/양념/드레싱,일식소스,288428,동성식품 향미암우동국물(1.8L_PET_12배농축 1.8Kg/EA),34 EA,"357,160","298,764",36 EA,"377,160","316,338",89 EA,"904,300","782,064"
가공식품,조미식품,소스/양념/드레싱,일식소스,291306,모노링크 프로마요소스(1Kg/EA),1 EA,"7,620","5,071",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,292397,면사랑 우동다시(1.8L 1.8Kg/EA),15 EA,"114,000","78,549",10 EA,"72,820","52,963",14 EA,"101,120","74,913"
가공식품,조미식품,소스/양념/드레싱,일식소스,293155,이엔푸드 일식튀김용간장소스(1.8L 2.26Kg/EA),2 EA,"14,390","8,858",5 EA,"34,950","21,776",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,294257,규동소스(이불덮밥용 5Kg/EA),97 EA,"2,755,770","2,425,000",104 EA,"2,954,640","2,600,000",89 EA,"2,528,490","2,225,000"
가공식품,조미식품,소스/양념/드레싱,일식소스,301918,쉐프원 데리야끼소스(2Kg/EA),6 EA,"59,320","41,280",3 EA,"28,690","20,295",5 EA,"45,570","34,912"
가공식품,조미식품,소스/양념/드레싱,일식소스,303865,모노링크 아리아케빠이탄스프(1.8Kg/EA),61 EA,"1,738,500","1,519,466",17 EA,"489,580","423,170",16 EA,"456,000","398,409"
가공식품,조미식품,소스/양념/드레싱,일식소스,323696,청우 우동다시(2Kg/EA),,,,,,,2 EA,"20,300","13,328"
가공식품,조미식품,소스/양념/드레싱,일식소스,328182,온센숙성타레소스(온센용 10L 10Kg/EA),232 EA,"42,108,000","37,897,200",247 EA,"44,830,500","40,347,450",231 EA,"41,926,500","37,733,850"
가공식품,조미식품,소스/양념/드레싱,일식소스,329024,포에버 우동다시(라이스쉐프용 NEW_2kg*5입 10Kg/BOX),18 BOX,"936,000","867,600",28 BOX,"1,456,000","1,349,600",19 BOX,"988,000","915,800"
가공식품,조미식품,소스/양념/드레싱,일식소스,331334,참깨고마다래소스(날쌘카페용 2Kg/EA),28 EA,"347,200","307,272",21 EA,"260,400","230,454",26 EA,"322,400","284,361"
가공식품,조미식품,소스/양념/드레싱,일식소스,342151,우동시루(밥밥디라라용 2Kg/EA),60 EA,"822,000","739,800",64 EA,"876,800","789,120",45 EA,"616,500","554,850"
가공식품,조미식품,소스/양념/드레싱,일식소스,342344,와사비마요소스(마싯는끼니용 2Kg/EA),56 EA,"1,019,200","907,088",53 EA,"941,042","837,527",44 EA,"800,800","712,712"
가공식품,조미식품,소스/양념/드레싱,일식소스,343189,메밀소스(혼다라멘용 2Kg/EA),23 EA,"299,000","269,502",18 EA,"234,000","210,726",13 EA,"169,000","152,133"
가공식품,조미식품,소스/양념/드레싱,일식소스,343735,당고소스(온센용 2Kg/EA),80 EA,"1,256,000","1,130,400",91 EA,"1,428,700","1,285,830",85 EA,"1,334,500","1,201,050"
가공식품,조미식품,소스/양념/드레싱,일식소스,344749,모밀쯔유(푸드피알용 2Kg/EA),330 EA,"4,884,000","4,395,600",264 EA,"3,907,200","3,516,480",277 EA,"4,099,600","3,689,640"
가공식품,조미식품,소스/양념/드레싱,일식소스,344767,우동소스(푸드피알용 NEW 2Kg/EA),441 EA,"6,394,500","5,755,050",533 EA,"7,728,500","6,955,650",421 EA,"6,104,500","5,494,050"
가공식품,조미식품,소스/양념/드레싱,일식소스,345906,초대리베이스(로봇초밥용 2Kg/EA),583 EA,"5,631,780","4,955,500",643 EA,"6,211,380","5,465,500",632 EA,"6,105,120","5,372,000"
가공식품,조미식품,소스/양념/드레싱,일식소스,348029,돈부리소스(푸드피알용 2Kg/EA),44 EA,"704,000","626,560",40 EA,"640,000","569,600",41 EA,"656,000","583,840"
가공식품,조미식품,소스/양념/드레싱,일식소스,348276,치킨가라아게소스(밥밥디라라용 2Kg/EA),31 EA,"381,300","343,170",31 EA,"381,300","343,170",32 EA,"393,600","354,240"
가공식품,조미식품,소스/양념/드레싱,일식소스,350815,데리야끼소스(덮다용 5Kg/EA),176 EA,"6,107,200","5,435,408",178 EA,"6,176,600","5,497,174",122 EA,"4,233,400","3,767,726"
가공식품,조미식품,소스/양념/드레싱,일식소스,353993,소바쯔유(밥밥디라라용 5Kg/EA),3 EA,"160,200","144,180",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,355155,폰즈소스(호천당용 2Kg/EA),31 EA,"285,200","267,028",0 EA,0,"39,600",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,356950,카레소스(호천당용 NEW 3Kg/EA),530 EA,"6,222,200","5,599,980",549 EA,"6,445,260","5,800,734",503 EA,"5,905,220","5,195,898"
가공식품,조미식품,소스/양념/드레싱,일식소스,357315,메밀소바소스(온센용 2.5Kg/EA),116 EA,"2,900,000","2,610,000",3 EA,"75,000","67,500",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,359256,모노쉐프 오뎅다시(2.04Kg/EA),2 EA,"17,820","12,474",2 EA,"19,610","13,009",2 EA,"21,400","13,544"
가공식품,조미식품,소스/양념/드레싱,일식소스,363000,C오뎅소스(한경용 2Kg/EA),613 EA,"6,540,710","6,135,113",795 EA,"8,482,650","7,956,659",734 EA,"7,831,780","7,315,836"
가공식품,조미식품,소스/양념/드레싱,일식소스,363002,C간장딥핑소스(청년다방용 2Kg/EA),483 EA,"3,356,850","3,138,204",535 EA,"3,718,250","3,485,501",467 EA,"3,245,650","3,034,712"
가공식품,조미식품,소스/양념/드레싱,일식소스,363005,C돈부리덮밥소스(한경용 2Kg/EA),541 EA,"4,552,850","4,270,079",601 EA,"5,062,850","4,748,868",502 EA,"4,241,900","3,968,352"
가공식품,조미식품,소스/양념/드레싱,일식소스,364013,밥소스(덮다용 5Kg/EA),131 EA,"5,240,000","4,663,600",125 EA,"5,000,000","4,450,000",110 EA,"4,400,000","3,916,000"
가공식품,조미식품,소스/양념/드레싱,일식소스,368705,주비푸드 초밥소스(초대리_25개*4입 50g/EA),25 EA,"9,250","4,250",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,368710,C미츠칸오이가쓰오쯔유(솔솥용 1.8L 1.8Kg/EA),894 EA,"8,582,400","8,050,294",909 EA,"8,726,400","8,185,364",876 EA,"8,409,600","7,866,943"
가공식품,조미식품,소스/양념/드레싱,일식소스,368783,C카레(은화수식당용 2Kg/EA),"3,289 EA","34,525,680","32,385,088","3,231 EA","33,885,540","31,799,073","2,693 EA","28,276,500","26,469,501"
가공식품,조미식품,소스/양념/드레싱,일식소스,368784,C얼큰나베소스(한경용 NEW 2Kg/EA),49 EA,"1,225,000","1,149,050",32 EA,"800,000","750,400",,,
가공식품,조미식품,소스/양념/드레싱,일식소스,368785,C하와이돈까스소스(은화수식당용 2Kg/EA),"1,153 EA","8,879,660","8,329,122","1,148 EA","8,818,300","8,271,567","1,073 EA","8,262,100","7,730,293"
가공식품,조미식품,소스/양념/드레싱,일식소스,368786,C경양식돈까스소스(한경용 2Kg/EA),"3,132 EA","21,301,380","19,980,694","3,103 EA","21,070,900","19,764,505","2,938 EA","19,978,400","18,689,962"
가공식품,조미식품,소스/양념/드레싱,일식소스,368840,C우마다시(솔솥용 60포_480g*24팩 업소용 11.52Kg/BOX),12 BOX,"11,520,000","10,805,760",18 BOX,"17,280,000","16,208,640",11 BOX,"10,560,000","9,866,880"
가공식품,조미식품,소스/양념/드레싱,일식소스,368841,C전복간장소스(솔솥용 2Kg/EA),274 EA,"4,658,000","4,369,204",309 EA,"5,253,000","4,927,314",266 EA,"4,522,000","4,228,546"
가공식품,조미식품,소스/양념/드레싱,일식소스,368847,C게우소스(솔솥용 1Kg/EA),224 EA,"2,688,000","2,521,344",242 EA,"2,904,000","2,716,252",184 EA,"2,208,000","2,065,344"
가공식품,조미식품,소스/양념/드레싱,일식소스,368851,C오뎅소스(치치용 2Kg/EA),12 EA,"140,880","132,145",,,,,,
가공식품,조미식품,소스/양념/드레싱,일식소스,368853,C타르타르소스(한경용 2Kg/EA),275 EA,"3,580,870","3,358,856",255 EA,"3,317,720","3,112,021",268 EA,"3,484,000","3,259,542"
가공식품,조미식품,소스/양념/드레싱,일식소스,369116,C와규용소스(솔솥용 NEW 2Kg/EA),767 EA,"11,888,500","10,531,652",824 EA,"12,772,000","12,089,247",786 EA,"12,183,000","11,434,574"
가공식품,조미식품,소스/양념/드레싱,일식소스,369117,C장어용소스(솔솥용 NEW 2Kg/EA),154 EA,"1,386,000","1,238,993",169 EA,"1,521,000","1,414,358",185 EA,"1,665,000","1,555,930"
